membership_period_id,member_id,period_year,period_start,period_end,membership_type,list_fee,discount_amount,net_membership_revenue,contribution_margin,renewed_next_period
MP002158,M01071,2023,2023-10-16,2023-12-31,Adult annual,540,0,540,237.6,Yes
MP002159,M01071,2024,2024-01-01,2024-12-31,Adult annual,540,75,465,204.6,Yes
MP002160,M01071,2025,2025-01-01,2025-12-31,Adult annual,540,0,540,237.6,Censored
MP002161,M01072,2023,2023-09-13,2023-12-31,Senior annual,390,0,390,140.4,Yes
MP002162,M01072,2024,2024-01-01,2024-12-31,Senior annual,390,0,390,140.4,Yes
MP002163,M01072,2025,2025-01-01,2025-12-31,Senior annual,390,0,390,140.4,Censored
MP002164,M01073,2025,2025-08-02,2025-12-31,Senior annual,390,75,315,113.4,Censored
MP002165,M01074,2023,2023-01-10,2023-12-31,Family annual,840,50,790,308.1,Yes
MP002166,M01074,2024,2024-01-01,2024-12-31,Family annual,840,0,840,327.6,Yes
MP002167,M01074,2025,2025-01-01,2025-12-31,Family annual,840,50,790,308.1,Censored
MP002168,M01075,2023,2023-07-11,2023-12-31,Adult annual,540,0,540,237.6,Yes
MP002169,M01075,2024,2024-01-01,2024-12-31,Adult annual,540,0,540,237.6,No
MP002170,M01076,2025,2025-04-21,2025-12-31,Adult annual,540,0,540,237.6,Censored
MP002171,M01077,2025,2025-04-21,2025-12-31,Monthly flexible,480,0,480,196.8,Censored
MP002172,M01078,2022,2022-05-12,2022-12-31,Adult annual,540,25,515,226.6,Yes
MP002173,M01078,2023,2023-01-01,2023-12-31,Adult annual,540,0,540,237.6,Yes
MP002174,M01078,2024,2024-01-01,2024-12-31,Adult annual,540,50,490,215.6,Yes
MP002175,M01078,2025,2025-01-01,2025-12-31,Adult annual,540,0,540,237.6,Censored
MP002176,M01079,2025,2025-08-24,2025-12-31,Senior annual,390,0,390,140.4,Censored
MP002177,M01080,2024,2024-10-30,2024-12-31,Senior annual,390,25,365,131.4,Yes
MP002178,M01080,2025,2025-01-01,2025-12-31,Senior annual,390,0,390,140.4,Censored
MP002179,M01081,2022,2022-09-03,2022-12-31,Adult annual,540,0,540,237.6,Yes
MP002180,M01081,2023,2023-01-01,2023-12-31,Adult annual,540,25,515,226.6,No
MP002181,M01082,2024,2024-08-16,2024-12-31,Adult annual,540,50,490,215.6,Yes
MP002182,M01082,2025,2025-01-01,2025-12-31,Adult annual,540,0,540,237.6,Censored
MP002183,M01083,2022,2022-04-30,2022-12-31,Senior annual,390,50,340,122.4,No
MP002184,M01084,2023,2023-02-26,2023-12-31,Family annual,840,75,765,298.35,Yes
MP002185,M01084,2024,2024-01-01,2024-12-31,Family annual,840,75,765,298.35,Yes
MP002186,M01084,2025,2025-01-01,2025-12-31,Family annual,840,0,840,327.6,Censored
MP002187,M01085,2023,2023-09-26,2023-12-31,Monthly flexible,480,25,455,186.55,Yes
MP002188,M01085,2024,2024-01-01,2024-12-31,Monthly flexible,480,0,480,196.8,Yes
MP002189,M01085,2025,2025-01-01,2025-12-31,Monthly flexible,480,25,455,186.55,Censored
MP002190,M01086,2025,2025-04-20,2025-12-31,Adult annual,540,0,540,237.6,Censored
MP002191,M01087,2022,2022-09-22,2022-12-31,Senior annual,390,0,390,140.4,No
MP002192,M01088,2022,2022-06-22,2022-12-31,Youth annual,300,0,300,93,Yes
MP002193,M01088,2023,2023-01-01,2023-12-31,Youth annual,300,0,300,93,Yes
MP002194,M01088,2024,2024-01-01,2024-12-31,Youth annual,300,0,300,93,Yes
MP002195,M01088,2025,2025-01-01,2025-12-31,Youth annual,300,50,250,77.5,Censored
MP002196,M01089,2023,2023-10-02,2023-12-31,Adult annual,540,0,540,237.6,No
MP002197,M01090,2022,2022-08-15,2022-12-31,Family annual,840,0,840,327.6,Yes
MP002198,M01090,2023,2023-01-01,2023-12-31,Family annual,840,0,840,327.6,Yes
MP002199,M01090,2024,2024-01-01,2024-12-31,Family annual,840,75,765,298.35,Yes
MP002200,M01090,2025,2025-01-01,2025-12-31,Family annual,840,75,765,298.35,Censored
MP002201,M01091,2024,2024-08-23,2024-12-31,Monthly flexible,480,75,405,166.05,Yes
MP002202,M01091,2025,2025-01-01,2025-12-31,Monthly flexible,480,0,480,196.8,Censored
MP002203,M01092,2023,2023-05-29,2023-12-31,Adult annual,540,0,540,237.6,Yes
MP002204,M01092,2024,2024-01-01,2024-12-31,Adult annual,540,0,540,237.6,Yes
MP002205,M01092,2025,2025-01-01,2025-12-31,Adult annual,540,0,540,237.6,Censored
MP002206,M01093,2023,2023-11-10,2023-12-31,Senior annual,390,0,390,140.4,No
MP002207,M01094,2025,2025-04-17,2025-12-31,Adult annual,540,50,490,215.6,Censored
MP002208,M01095,2024,2024-06-07,2024-12-31,Adult annual,540,0,540,237.6,Yes
MP002209,M01095,2025,2025-01-01,2025-12-31,Adult annual,540,0,540,237.6,Censored
MP002210,M01096,2022,2022-08-02,2022-12-31,Adult annual,540,0,540,237.6,Yes
MP002211,M01096,2023,2023-01-01,2023-12-31,Adult annual,540,0,540,237.6,No
MP002212,M01097,2025,2025-03-31,2025-12-31,Adult annual,540,0,540,237.6,Censored
MP002213,M01098,2023,2023-01-25,2023-12-31,Adult annual,540,0,540,237.6,Yes
MP002214,M01098,2024,2024-01-01,2024-12-31,Adult annual,540,0,540,237.6,Yes
MP002215,M01098,2025,2025-01-01,2025-12-31,Adult annual,540,0,540,237.6,Censored
MP002216,M01099,2024,2024-11-21,2024-12-31,Family annual,840,50,790,308.1,Yes
MP002217,M01099,2025,2025-01-01,2025-12-31,Family annual,840,25,815,317.85,Censored
MP002218,M01100,2023,2023-02-11,2023-12-31,Adult annual,540,0,540,237.6,Yes
MP002219,M01100,2024,2024-01-01,2024-12-31,Adult annual,540,0,540,237.6,Yes
MP002220,M01100,2025,2025-01-01,2025-12-31,Adult annual,540,0,540,237.6,Censored
MP002221,M01101,2023,2023-02-08,2023-12-31,Monthly flexible,480,50,430,176.3,Yes
MP002222,M01101,2024,2024-01-01,2024-12-31,Monthly flexible,480,50,430,176.3,No
MP002223,M01102,2022,2022-02-07,2022-12-31,Senior annual,390,0,390,140.4,Yes
MP002224,M01102,2023,2023-01-01,2023-12-31,Senior annual,390,50,340,122.4,No
MP002225,M01103,2022,2022-08-27,2022-12-31,Monthly flexible,480,75,405,166.05,Yes
MP002226,M01103,2023,2023-01-01,2023-12-31,Monthly flexible,480,50,430,176.3,Yes
MP002227,M01103,2024,2024-01-01,2024-12-31,Monthly flexible,480,0,480,196.8,Yes
MP002228,M01103,2025,2025-01-01,2025-12-31,Monthly flexible,480,0,480,196.8,Censored
MP002229,M01104,2024,2024-04-07,2024-12-31,Youth annual,300,25,275,85.25,No
MP002230,M01105,2022,2022-10-09,2022-12-31,Adult annual,540,0,540,237.6,No
MP002231,M01106,2024,2024-07-25,2024-12-31,Monthly flexible,480,0,480,196.8,Yes
MP002232,M01106,2025,2025-01-01,2025-12-31,Monthly flexible,480,50,430,176.3,Censored
MP002233,M01107,2024,2024-09-14,2024-12-31,Adult annual,540,0,540,237.6,Yes
MP002234,M01107,2025,2025-01-01,2025-12-31,Adult annual,540,75,465,204.6,Censored
MP002235,M01108,2025,2025-08-27,2025-12-31,Senior annual,390,0,390,140.4,Censored
MP002236,M01109,2024,2024-02-05,2024-12-31,Family annual,840,75,765,298.35,Yes
MP002237,M01109,2025,2025-01-01,2025-12-31,Family annual,840,0,840,327.6,Censored
MP002238,M01110,2024,2024-04-11,2024-12-31,Monthly flexible,480,75,405,166.05,Yes
MP002239,M01110,2025,2025-01-01,2025-12-31,Monthly flexible,480,0,480,196.8,Censored
MP002240,M01111,2023,2023-08-13,2023-12-31,Youth annual,300,0,300,93,Yes
MP002241,M01111,2024,2024-01-01,2024-12-31,Youth annual,300,0,300,93,No
MP002242,M01112,2022,2022-05-30,2022-12-31,Senior annual,390,0,390,140.4,Yes
MP002243,M01112,2023,2023-01-01,2023-12-31,Senior annual,390,0,390,140.4,No
MP002244,M01113,2024,2024-06-15,2024-12-31,Adult annual,540,0,540,237.6,Yes
MP002245,M01113,2025,2025-01-01,2025-12-31,Adult annual,540,25,515,226.6,Censored
MP002246,M01114,2024,2024-10-04,2024-12-31,Adult annual,540,25,515,226.6,No
MP002247,M01115,2025,2025-07-04,2025-12-31,Family annual,840,0,840,327.6,Censored
MP002248,M01116,2024,2024-10-26,2024-12-31,Family annual,840,0,840,327.6,No
MP002249,M01117,2024,2024-11-14,2024-12-31,Youth annual,300,0,300,93,Yes
MP002250,M01117,2025,2025-01-01,2025-12-31,Youth annual,300,0,300,93,Censored
MP002251,M01118,2022,2022-11-21,2022-12-31,Family annual,840,0,840,327.6,No
MP002252,M01119,2025,2025-08-03,2025-12-31,Monthly flexible,480,0,480,196.8,Censored
MP002253,M01120,2024,2024-11-15,2024-12-31,Family annual,840,0,840,327.6,Yes
MP002254,M01120,2025,2025-01-01,2025-12-31,Family annual,840,0,840,327.6,Censored
MP002255,M01121,2025,2025-03-04,2025-12-31,Monthly flexible,480,75,405,166.05,Censored
MP002256,M01122,2025,2025-10-04,2025-12-31,Monthly flexible,480,50,430,176.3,Censored
MP002257,M01123,2022,2022-10-06,2022-12-31,Adult annual,540,75,465,204.6,No
MP002258,M01124,2024,2024-03-15,2024-12-31,Adult annual,540,0,540,237.6,No
MP002259,M01125,2025,2025-06-28,2025-12-31,Adult annual,540,0,540,237.6,Censored
MP002260,M01126,2022,2022-10-04,2022-12-31,Senior annual,390,50,340,122.4,No
MP002261,M01127,2025,2025-05-08,2025-12-31,Family annual,840,0,840,327.6,Censored
MP002262,M01128,2025,2025-06-11,2025-12-31,Senior annual,390,25,365,131.4,Censored
MP002263,M01129,2022,2022-05-28,2022-12-31,Adult annual,540,0,540,237.6,Yes
MP002264,M01129,2023,2023-01-01,2023-12-31,Adult annual,540,0,540,237.6,No
MP002265,M01130,2024,2024-02-21,2024-12-31,Adult annual,540,0,540,237.6,Yes
MP002266,M01130,2025,2025-01-01,2025-12-31,Adult annual,540,0,540,237.6,Censored
MP002267,M01131,2023,2023-02-04,2023-12-31,Monthly flexible,480,0,480,196.8,Yes
MP002268,M01131,2024,2024-01-01,2024-12-31,Monthly flexible,480,0,480,196.8,Yes
MP002269,M01131,2025,2025-01-01,2025-12-31,Monthly flexible,480,0,480,196.8,Censored
MP002270,M01132,2023,2023-09-26,2023-12-31,Adult annual,540,0,540,237.6,No
MP002271,M01133,2024,2024-05-13,2024-12-31,Monthly flexible,480,0,480,196.8,Yes
MP002272,M01133,2025,2025-01-01,2025-12-31,Monthly flexible,480,50,430,176.3,Censored
MP002273,M01134,2024,2024-02-20,2024-12-31,Adult annual,540,25,515,226.6,Yes
MP002274,M01134,2025,2025-01-01,2025-12-31,Adult annual,540,0,540,237.6,Censored
MP002275,M01135,2024,2024-07-09,2024-12-31,Adult annual,540,50,490,215.6,No
MP002276,M01136,2023,2023-08-30,2023-12-31,Senior annual,390,25,365,131.4,No
MP002277,M01137,2025,2025-04-01,2025-12-31,Family annual,840,0,840,327.6,Censored
MP002278,M01138,2024,2024-10-26,2024-12-31,Family annual,840,50,790,308.1,Yes
MP002279,M01138,2025,2025-01-01,2025-12-31,Family annual,840,0,840,327.6,Censored
MP002280,M01139,2023,2023-03-13,2023-12-31,Monthly flexible,480,75,405,166.05,Yes
MP002281,M01139,2024,2024-01-01,2024-12-31,Monthly flexible,480,0,480,196.8,No
MP002282,M01140,2022,2022-06-04,2022-12-31,Adult annual,540,0,540,237.6,Yes
MP002283,M01140,2023,2023-01-01,2023-12-31,Adult annual,540,50,490,215.6,Yes
MP002284,M01140,2024,2024-01-01,2024-12-31,Adult annual,540,0,540,237.6,Yes
MP002285,M01140,2025,2025-01-01,2025-12-31,Adult annual,540,0,540,237.6,Censored
MP002286,M01141,2023,2023-08-24,2023-12-31,Family annual,840,0,840,327.6,Yes
MP002287,M01141,2024,2024-01-01,2024-12-31,Family annual,840,0,840,327.6,Yes
MP002288,M01141,2025,2025-01-01,2025-12-31,Family annual,840,50,790,308.1,Censored
MP002289,M01142,2023,2023-03-25,2023-12-31,Adult annual,540,25,515,226.6,Yes
MP002290,M01142,2024,2024-01-01,2024-12-31,Adult annual,540,0,540,237.6,Yes
MP002291,M01142,2025,2025-01-01,2025-12-31,Adult annual,540,0,540,237.6,Censored
MP002292,M01143,2022,2022-06-30,2022-12-31,Youth annual,300,0,300,93,Yes
MP002293,M01143,2023,2023-01-01,2023-12-31,Youth annual,300,25,275,85.25,No
MP002294,M01144,2024,2024-07-03,2024-12-31,Senior annual,390,25,365,131.4,Yes
MP002295,M01144,2025,2025-01-01,2025-12-31,Senior annual,390,0,390,140.4,Censored
MP002296,M01145,2022,2022-03-03,2022-12-31,Adult annual,540,0,540,237.6,Yes
MP002297,M01145,2023,2023-01-01,2023-12-31,Adult annual,540,0,540,237.6,Yes
MP002298,M01145,2024,2024-01-01,2024-12-31,Adult annual,540,0,540,237.6,Yes
MP002299,M01145,2025,2025-01-01,2025-12-31,Adult annual,540,0,540,237.6,Censored
MP002300,M01146,2022,2022-02-19,2022-12-31,Senior annual,390,50,340,122.4,Yes
MP002301,M01146,2023,2023-01-01,2023-12-31,Senior annual,390,0,390,140.4,Yes
MP002302,M01146,2024,2024-01-01,2024-12-31,Senior annual,390,75,315,113.4,Yes
MP002303,M01146,2025,2025-01-01,2025-12-31,Senior annual,390,50,340,122.4,Censored
MP002304,M01147,2022,2022-03-15,2022-12-31,Senior annual,390,75,315,113.4,Yes
MP002305,M01147,2023,2023-01-01,2023-12-31,Senior annual,390,0,390,140.4,Yes
MP002306,M01147,2024,2024-01-01,2024-12-31,Senior annual,390,0,390,140.4,Yes
MP002307,M01147,2025,2025-01-01,2025-12-31,Senior annual,390,0,390,140.4,Censored
MP002308,M01148,2025,2025-01-06,2025-12-31,Family annual,840,50,790,308.1,Censored
MP002309,M01149,2023,2023-08-09,2023-12-31,Adult annual,540,75,465,204.6,Yes
MP002310,M01149,2024,2024-01-01,2024-12-31,Adult annual,540,0,540,237.6,Yes
MP002311,M01149,2025,2025-01-01,2025-12-31,Adult annual,540,0,540,237.6,Censored
MP002312,M01150,2025,2025-07-17,2025-12-31,Adult annual,540,50,490,215.6,Censored
MP002313,M01151,2022,2022-07-26,2022-12-31,Monthly flexible,480,50,430,176.3,No
MP002314,M01152,2023,2023-04-02,2023-12-31,Family annual,840,0,840,327.6,Yes
MP002315,M01152,2024,2024-01-01,2024-12-31,Family annual,840,0,840,327.6,No
MP002316,M01153,2025,2025-03-15,2025-12-31,Adult annual,540,50,490,215.6,Censored
MP002317,M01154,2024,2024-05-27,2024-12-31,Adult annual,540,0,540,237.6,Yes
MP002318,M01154,2025,2025-01-01,2025-12-31,Adult annual,540,0,540,237.6,Censored
MP002319,M01155,2024,2024-07-14,2024-12-31,Youth annual,300,0,300,93,Yes
MP002320,M01155,2025,2025-01-01,2025-12-31,Youth annual,300,25,275,85.25,Censored
MP002321,M01156,2024,2024-09-19,2024-12-31,Monthly flexible,480,0,480,196.8,No
MP002322,M01157,2024,2024-09-29,2024-12-31,Adult annual,540,50,490,215.6,Yes
MP002323,M01157,2025,2025-01-01,2025-12-31,Adult annual,540,0,540,237.6,Censored
MP002324,M01158,2025,2025-05-16,2025-12-31,Adult annual,540,25,515,226.6,Censored
MP002325,M01159,2022,2022-01-28,2022-12-31,Adult annual,540,50,490,215.6,Yes
MP002326,M01159,2023,2023-01-01,2023-12-31,Adult annual,540,25,515,226.6,Yes
MP002327,M01159,2024,2024-01-01,2024-12-31,Adult annual,540,0,540,237.6,Yes
MP002328,M01159,2025,2025-01-01,2025-12-31,Adult annual,540,25,515,226.6,Censored
MP002329,M01160,2024,2024-09-13,2024-12-31,Senior annual,390,0,390,140.4,Yes
MP002330,M01160,2025,2025-01-01,2025-12-31,Senior annual,390,0,390,140.4,Censored
MP002331,M01161,2024,2024-03-31,2024-12-31,Family annual,840,50,790,308.1,Yes
MP002332,M01161,2025,2025-01-01,2025-12-31,Family annual,840,0,840,327.6,Censored
MP002333,M01162,2025,2025-04-07,2025-12-31,Adult annual,540,0,540,237.6,Censored
MP002334,M01163,2023,2023-08-27,2023-12-31,Monthly flexible,480,0,480,196.8,No
MP002335,M01164,2023,2023-05-29,2023-12-31,Senior annual,390,0,390,140.4,No
MP002336,M01165,2023,2023-08-22,2023-12-31,Senior annual,390,0,390,140.4,Yes
MP002337,M01165,2024,2024-01-01,2024-12-31,Senior annual,390,0,390,140.4,Yes
MP002338,M01165,2025,2025-01-01,2025-12-31,Senior annual,390,50,340,122.4,Censored
MP002339,M01166,2025,2025-10-13,2025-12-31,Adult annual,540,0,540,237.6,Censored
MP002340,M01167,2023,2023-06-07,2023-12-31,Family annual,840,25,815,317.85,Yes
MP002341,M01167,2024,2024-01-01,2024-12-31,Family annual,840,25,815,317.85,Yes
MP002342,M01167,2025,2025-01-01,2025-12-31,Family annual,840,0,840,327.6,Censored
MP002343,M01168,2022,2022-10-28,2022-12-31,Family annual,840,0,840,327.6,Yes
MP002344,M01168,2023,2023-01-01,2023-12-31,Family annual,840,0,840,327.6,No
MP002345,M01169,2023,2023-04-09,2023-12-31,Adult annual,540,0,540,237.6,Yes
MP002346,M01169,2024,2024-01-01,2024-12-31,Adult annual,540,0,540,237.6,Yes
MP002347,M01169,2025,2025-01-01,2025-12-31,Adult annual,540,0,540,237.6,Censored
MP002348,M01170,2025,2025-11-16,2025-12-31,Adult annual,540,50,490,215.6,Censored
MP002349,M01171,2023,2023-03-28,2023-12-31,Adult annual,540,0,540,237.6,Yes
MP002350,M01171,2024,2024-01-01,2024-12-31,Adult annual,540,0,540,237.6,No
MP002351,M01172,2025,2025-09-01,2025-12-31,Monthly flexible,480,0,480,196.8,Censored
MP002352,M01173,2025,2025-03-27,2025-12-31,Family annual,840,50,790,308.1,Censored
MP002353,M01174,2024,2024-09-24,2024-12-31,Adult annual,540,0,540,237.6,Yes
MP002354,M01174,2025,2025-01-01,2025-12-31,Adult annual,540,75,465,204.6,Censored
MP002355,M01175,2025,2025-02-14,2025-12-31,Adult annual,540,50,490,215.6,Censored
MP002356,M01176,2025,2025-07-15,2025-12-31,Adult annual,540,0,540,237.6,Censored
MP002357,M01177,2022,2022-09-19,2022-12-31,Monthly flexible,480,75,405,166.05,Yes
MP002358,M01177,2023,2023-01-01,2023-12-31,Monthly flexible,480,0,480,196.8,Yes
MP002359,M01177,2024,2024-01-01,2024-12-31,Monthly flexible,480,25,455,186.55,No
MP002360,M01178,2024,2024-05-02,2024-12-31,Adult annual,540,75,465,204.6,Yes
MP002361,M01178,2025,2025-01-01,2025-12-31,Adult annual,540,0,540,237.6,Censored
MP002362,M01179,2022,2022-02-15,2022-12-31,Adult annual,540,25,515,226.6,Yes
MP002363,M01179,2023,2023-01-01,2023-12-31,Adult annual,540,0,540,237.6,No
MP002364,M01180,2024,2024-02-25,2024-12-31,Monthly flexible,480,0,480,196.8,Yes
MP002365,M01180,2025,2025-01-01,2025-12-31,Monthly flexible,480,0,480,196.8,Censored
MP002366,M01181,2023,2023-05-05,2023-12-31,Adult annual,540,50,490,215.6,Yes
MP002367,M01181,2024,2024-01-01,2024-12-31,Adult annual,540,0,540,237.6,Yes
MP002368,M01181,2025,2025-01-01,2025-12-31,Adult annual,540,0,540,237.6,Censored
MP002369,M01182,2022,2022-01-29,2022-12-31,Family annual,840,0,840,327.6,Yes
MP002370,M01182,2023,2023-01-01,2023-12-31,Family annual,840,0,840,327.6,No
MP002371,M01183,2025,2025-01-13,2025-12-31,Family annual,840,0,840,327.6,Censored
MP002372,M01184,2023,2023-09-28,2023-12-31,Adult annual,540,0,540,237.6,No
MP002373,M01185,2025,2025-10-12,2025-12-31,Senior annual,390,0,390,140.4,Censored
MP002374,M01186,2022,2022-06-03,2022-12-31,Family annual,840,75,765,298.35,Yes
MP002375,M01186,2023,2023-01-01,2023-12-31,Family annual,840,0,840,327.6,Yes
MP002376,M01186,2024,2024-01-01,2024-12-31,Family annual,840,50,790,308.1,Yes
MP002377,M01186,2025,2025-01-01,2025-12-31,Family annual,840,0,840,327.6,Censored
MP002378,M01187,2023,2023-01-06,2023-12-31,Family annual,840,0,840,327.6,Yes
MP002379,M01187,2024,2024-01-01,2024-12-31,Family annual,840,0,840,327.6,Yes
MP002380,M01187,2025,2025-01-01,2025-12-31,Family annual,840,0,840,327.6,Censored
MP002381,M01188,2023,2023-11-20,2023-12-31,Family annual,840,0,840,327.6,Yes
MP002382,M01188,2024,2024-01-01,2024-12-31,Family annual,840,0,840,327.6,Yes
MP002383,M01188,2025,2025-01-01,2025-12-31,Family annual,840,25,815,317.85,Censored
MP002384,M01189,2022,2022-11-16,2022-12-31,Adult annual,540,0,540,237.6,Yes
MP002385,M01189,2023,2023-01-01,2023-12-31,Adult annual,540,50,490,215.6,Yes
MP002386,M01189,2024,2024-01-01,2024-12-31,Adult annual,540,25,515,226.6,Yes
MP002387,M01189,2025,2025-01-01,2025-12-31,Adult annual,540,0,540,237.6,Censored
MP002388,M01190,2024,2024-08-27,2024-12-31,Senior annual,390,50,340,122.4,Yes
MP002389,M01190,2025,2025-01-01,2025-12-31,Senior annual,390,0,390,140.4,Censored
MP002390,M01191,2023,2023-04-18,2023-12-31,Monthly flexible,480,25,455,186.55,Yes
MP002391,M01191,2024,2024-01-01,2024-12-31,Monthly flexible,480,50,430,176.3,Yes
MP002392,M01191,2025,2025-01-01,2025-12-31,Monthly flexible,480,50,430,176.3,Censored
MP002393,M01192,2025,2025-03-13,2025-12-31,Senior annual,390,0,390,140.4,Censored
MP002394,M01193,2023,2023-06-10,2023-12-31,Monthly flexible,480,0,480,196.8,No
MP002395,M01194,2024,2024-01-14,2024-12-31,Monthly flexible,480,0,480,196.8,Yes
MP002396,M01194,2025,2025-01-01,2025-12-31,Monthly flexible,480,0,480,196.8,Censored
MP002397,M01195,2024,2024-05-01,2024-12-31,Monthly flexible,480,50,430,176.3,Yes
MP002398,M01195,2025,2025-01-01,2025-12-31,Monthly flexible,480,25,455,186.55,Censored
MP002399,M01196,2024,2024-01-14,2024-12-31,Family annual,840,0,840,327.6,Yes
MP002400,M01196,2025,2025-01-01,2025-12-31,Family annual,840,75,765,298.35,Censored
MP002401,M01197,2023,2023-10-31,2023-12-31,Adult annual,540,0,540,237.6,No
MP002402,M01198,2025,2025-04-01,2025-12-31,Monthly flexible,480,0,480,196.8,Censored
MP002403,M01199,2024,2024-09-29,2024-12-31,Family annual,840,0,840,327.6,Yes
MP002404,M01199,2025,2025-01-01,2025-12-31,Family annual,840,0,840,327.6,Censored
MP002405,M01200,2023,2023-06-14,2023-12-31,Family annual,840,0,840,327.6,Yes
MP002406,M01200,2024,2024-01-01,2024-12-31,Family annual,840,0,840,327.6,Yes
MP002407,M01200,2025,2025-01-01,2025-12-31,Family annual,840,0,840,327.6,Censored
MP002408,M01201,2023,2023-03-26,2023-12-31,Family annual,840,50,790,308.1,Yes
MP002409,M01201,2024,2024-01-01,2024-12-31,Family annual,840,0,840,327.6,Yes
MP002410,M01201,2025,2025-01-01,2025-12-31,Family annual,840,50,790,308.1,Censored
MP002411,M01202,2023,2023-10-24,2023-12-31,Adult annual,540,0,540,237.6,Yes
MP002412,M01202,2024,2024-01-01,2024-12-31,Adult annual,540,0,540,237.6,No
MP002413,M01203,2023,2023-08-05,2023-12-31,Adult annual,540,0,540,237.6,Yes
MP002414,M01203,2024,2024-01-01,2024-12-31,Adult annual,540,0,540,237.6,Yes
MP002415,M01203,2025,2025-01-01,2025-12-31,Adult annual,540,75,465,204.6,Censored
MP002416,M01204,2025,2025-10-03,2025-12-31,Adult annual,540,0,540,237.6,Censored
MP002417,M01205,2023,2023-07-24,2023-12-31,Senior annual,390,25,365,131.4,Yes
MP002418,M01205,2024,2024-01-01,2024-12-31,Senior annual,390,25,365,131.4,No
MP002419,M01206,2024,2024-08-30,2024-12-31,Senior annual,390,0,390,140.4,No
MP002420,M01207,2022,2022-11-10,2022-12-31,Adult annual,540,50,490,215.6,Yes
MP002421,M01207,2023,2023-01-01,2023-12-31,Adult annual,540,25,515,226.6,Yes
MP002422,M01207,2024,2024-01-01,2024-12-31,Adult annual,540,0,540,237.6,No
MP002423,M01208,2024,2024-03-20,2024-12-31,Monthly flexible,480,0,480,196.8,Yes
MP002424,M01208,2025,2025-01-01,2025-12-31,Monthly flexible,480,0,480,196.8,Censored
MP002425,M01209,2023,2023-07-10,2023-12-31,Youth annual,300,0,300,93,No
MP002426,M01210,2022,2022-11-19,2022-12-31,Family annual,840,0,840,327.6,No
MP002427,M01211,2022,2022-10-31,2022-12-31,Senior annual,390,0,390,140.4,No
MP002428,M01212,2023,2023-05-08,2023-12-31,Monthly flexible,480,50,430,176.3,Yes
MP002429,M01212,2024,2024-01-01,2024-12-31,Monthly flexible,480,0,480,196.8,No
MP002430,M01213,2025,2025-10-23,2025-12-31,Monthly flexible,480,0,480,196.8,Censored
MP002431,M01214,2024,2024-08-20,2024-12-31,Youth annual,300,0,300,93,Yes
MP002432,M01214,2025,2025-01-01,2025-12-31,Youth annual,300,0,300,93,Censored
MP002433,M01215,2023,2023-03-30,2023-12-31,Adult annual,540,50,490,215.6,Yes
MP002434,M01215,2024,2024-01-01,2024-12-31,Adult annual,540,50,490,215.6,Yes
MP002435,M01215,2025,2025-01-01,2025-12-31,Adult annual,540,75,465,204.6,Censored
MP002436,M01216,2024,2024-10-08,2024-12-31,Adult annual,540,0,540,237.6,No
MP002437,M01217,2023,2023-06-04,2023-12-31,Family annual,840,0,840,327.6,Yes
MP002438,M01217,2024,2024-01-01,2024-12-31,Family annual,840,0,840,327.6,Yes
MP002439,M01217,2025,2025-01-01,2025-12-31,Family annual,840,0,840,327.6,Censored
MP002440,M01218,2024,2024-03-23,2024-12-31,Adult annual,540,0,540,237.6,No
MP002441,M01219,2024,2024-02-27,2024-12-31,Adult annual,540,25,515,226.6,Yes
MP002442,M01219,2025,2025-01-01,2025-12-31,Adult annual,540,0,540,237.6,Censored
MP002443,M01220,2025,2025-04-19,2025-12-31,Family annual,840,0,840,327.6,Censored
MP002444,M01221,2023,2023-01-14,2023-12-31,Family annual,840,25,815,317.85,Yes
MP002445,M01221,2024,2024-01-01,2024-12-31,Family annual,840,0,840,327.6,Yes
MP002446,M01221,2025,2025-01-01,2025-12-31,Family annual,840,0,840,327.6,Censored
MP002447,M01222,2022,2022-06-26,2022-12-31,Adult annual,540,0,540,237.6,Yes
MP002448,M01222,2023,2023-01-01,2023-12-31,Adult annual,540,0,540,237.6,Yes
MP002449,M01222,2024,2024-01-01,2024-12-31,Adult annual,540,75,465,204.6,No
MP002450,M01223,2023,2023-06-20,2023-12-31,Monthly flexible,480,75,405,166.05,Yes
MP002451,M01223,2024,2024-01-01,2024-12-31,Monthly flexible,480,0,480,196.8,Yes
MP002452,M01223,2025,2025-01-01,2025-12-31,Monthly flexible,480,0,480,196.8,Censored
MP002453,M01224,2024,2024-11-19,2024-12-31,Monthly flexible,480,0,480,196.8,Yes
MP002454,M01224,2025,2025-01-01,2025-12-31,Monthly flexible,480,0,480,196.8,Censored
MP002455,M01225,2023,2023-09-11,2023-12-31,Senior annual,390,0,390,140.4,Yes
MP002456,M01225,2024,2024-01-01,2024-12-31,Senior annual,390,75,315,113.4,No
MP002457,M01226,2025,2025-05-25,2025-12-31,Adult annual,540,0,540,237.6,Censored
MP002458,M01227,2022,2022-03-29,2022-12-31,Family annual,840,50,790,308.1,Yes
MP002459,M01227,2023,2023-01-01,2023-12-31,Family annual,840,0,840,327.6,No
MP002460,M01228,2023,2023-11-18,2023-12-31,Family annual,840,0,840,327.6,No
MP002461,M01229,2025,2025-06-05,2025-12-31,Family annual,840,0,840,327.6,Censored
MP002462,M01230,2022,2022-08-08,2022-12-31,Family annual,840,0,840,327.6,Yes
