response_id,campaign_id,member_id,contacted,clicked_or_engaged,converted_membership,attributed_revenue
CR0001768,C007,M01172,Yes,Yes,No,0
CR0001769,C007,M00086,Yes,No,No,0
CR0001770,C007,M01223,Yes,No,No,0
CR0001771,C007,M01008,Yes,No,No,0
CR0001772,C007,M00905,Yes,No,No,0
CR0001773,C007,M00695,Yes,No,No,0
CR0001774,C007,M01384,Yes,No,No,0
CR0001775,C007,M00166,Yes,No,No,0
CR0001776,C007,M01345,Yes,Yes,No,0
CR0001777,C007,M00424,Yes,Yes,No,0
CR0001778,C007,M01010,Yes,No,No,0
CR0001779,C007,M00945,Yes,No,Yes,540
CR0001780,C007,M01124,Yes,No,No,0
CR0001781,C007,M00233,Yes,No,Yes,390
CR0001782,C007,M00947,Yes,No,No,0
CR0001783,C007,M00096,Yes,No,No,0
CR0001784,C007,M01350,Yes,No,No,0
CR0001785,C007,M01392,Yes,No,No,0
CR0001786,C007,M00566,Yes,No,No,0
CR0001787,C007,M00826,Yes,No,No,0
CR0001788,C007,M00290,Yes,No,No,0
CR0001789,C007,M00183,Yes,No,No,0
CR0001790,C007,M00991,Yes,No,No,0
CR0001791,C007,M01112,Yes,Yes,No,0
CR0001792,C007,M00840,Yes,No,No,0
CR0001793,C007,M00274,Yes,No,No,0
CR0001794,C007,M00535,Yes,No,No,0
CR0001795,C007,M00731,Yes,No,No,0
CR0001796,C007,M01142,Yes,No,No,0
CR0001797,C007,M00764,Yes,No,No,0
CR0001798,C007,M00395,Yes,No,No,0
CR0001799,C007,M01203,Yes,Yes,No,0
CR0001800,C007,M00870,Yes,No,No,0
CR0001801,C007,M00363,Yes,Yes,No,0
CR0001802,C007,M00533,Yes,No,No,0
CR0001803,C007,M00420,Yes,No,No,0
CR0001804,C007,M00643,Yes,Yes,No,0
CR0001805,C007,M01073,Yes,No,No,0
CR0001806,C007,M00263,Yes,Yes,No,0
CR0001807,C007,M01092,Yes,No,Yes,540
CR0001808,C007,M00805,Yes,No,No,0
CR0001809,C007,M00335,Yes,No,No,0
CR0001810,C007,M00907,Yes,No,Yes,540
CR0001811,C007,M00699,Yes,No,No,0
CR0001812,C007,M01128,Yes,No,No,0
CR0001813,C007,M00372,Yes,No,No,0
CR0001814,C007,M00751,Yes,Yes,No,0
CR0001815,C007,M01190,Yes,No,No,0
CR0001816,C007,M00012,Yes,Yes,No,0
CR0001817,C007,M01368,Yes,No,No,0
CR0001818,C007,M01057,Yes,No,Yes,840
CR0001819,C007,M00432,Yes,Yes,No,0
CR0001820,C007,M00733,Yes,No,No,0
CR0001821,C007,M01245,Yes,Yes,No,0
CR0001822,C007,M01024,Yes,No,No,0
CR0001823,C007,M00542,Yes,No,No,0
CR0001824,C007,M00483,Yes,No,No,0
CR0001825,C007,M00044,Yes,No,Yes,480
CR0001826,C007,M00124,Yes,No,No,0
CR0001827,C007,M01115,Yes,Yes,No,0
CR0001828,C007,M00246,Yes,No,No,0
CR0001829,C007,M00759,Yes,Yes,No,0
CR0001830,C007,M00698,Yes,No,No,0
CR0001831,C007,M00852,Yes,No,No,0
CR0001832,C007,M00079,Yes,No,No,0
CR0001833,C007,M00052,Yes,No,No,0
CR0001834,C007,M00095,Yes,No,No,0
CR0001835,C007,M01186,Yes,Yes,No,0
CR0001836,C007,M00246,Yes,Yes,No,0
CR0001837,C007,M01165,Yes,No,No,0
CR0001838,C007,M00500,Yes,No,No,0
CR0001839,C007,M00661,Yes,Yes,No,0
CR0001840,C007,M00455,Yes,Yes,No,0
CR0001841,C007,M00936,Yes,Yes,No,0
CR0001842,C007,M00273,Yes,No,No,0
CR0001843,C007,M00757,Yes,Yes,Yes,480
CR0001844,C007,M01157,Yes,No,No,0
CR0001845,C007,M00785,Yes,No,No,0
CR0001846,C007,M01098,Yes,No,No,0
CR0001847,C007,M01360,Yes,Yes,No,0
CR0001848,C007,M00452,Yes,No,No,0
CR0001849,C007,M00084,Yes,No,No,0
CR0001850,C007,M00595,Yes,No,No,0
CR0001851,C007,M00235,Yes,No,No,0
CR0001852,C007,M00466,Yes,No,Yes,540
CR0001853,C007,M00820,Yes,No,No,0
CR0001854,C007,M01168,Yes,Yes,No,0
CR0001855,C007,M00112,Yes,Yes,No,0
CR0001856,C007,M00549,Yes,No,Yes,390
CR0001857,C007,M00593,Yes,No,No,0
CR0001858,C007,M00061,Yes,No,No,0
CR0001859,C007,M00258,Yes,Yes,No,0
CR0001860,C007,M00755,Yes,No,No,0
CR0001861,C007,M01214,Yes,Yes,No,0
CR0001862,C007,M00676,Yes,No,No,0
CR0001863,C007,M00011,Yes,No,No,0
CR0001864,C007,M00682,Yes,Yes,No,0
CR0001865,C007,M01365,Yes,No,No,0
CR0001866,C007,M01293,Yes,No,No,0
CR0001867,C007,M01306,Yes,No,No,0
CR0001868,C007,M01239,Yes,No,No,0
CR0001869,C007,M00931,Yes,No,No,0
CR0001870,C007,M00724,Yes,No,No,0
CR0001871,C007,M00048,Yes,No,No,0
CR0001872,C007,M00377,Yes,No,No,0
CR0001873,C007,M01256,Yes,No,No,0
CR0001874,C007,M01165,Yes,No,No,0
CR0001875,C007,M00663,Yes,No,No,0
CR0001876,C007,M01211,Yes,No,No,0
CR0001877,C007,M00395,Yes,No,No,0
CR0001878,C007,M01261,Yes,No,No,0
CR0001879,C007,M00112,Yes,Yes,No,0
CR0001880,C007,M01360,Yes,No,No,0
CR0001881,C007,M00891,Yes,No,No,0
CR0001882,C007,M00528,Yes,Yes,No,0
CR0001883,C007,M01268,Yes,No,No,0
CR0001884,C007,M01129,Yes,No,No,0
CR0001885,C007,M01163,Yes,No,No,0
CR0001886,C007,M01090,Yes,No,No,0
CR0001887,C007,M00951,Yes,No,No,0
CR0001888,C007,M00526,Yes,No,No,0
CR0001889,C007,M01157,Yes,No,No,0
CR0001890,C007,M00086,Yes,No,No,0
CR0001891,C007,M00044,Yes,No,No,0
CR0001892,C007,M01296,Yes,No,No,0
CR0001893,C007,M01300,Yes,No,No,0
CR0001894,C007,M01275,Yes,No,No,0
CR0001895,C007,M00696,Yes,No,No,0
CR0001896,C007,M00637,Yes,No,No,0
CR0001897,C007,M00324,Yes,No,Yes,480
CR0001898,C007,M00374,Yes,No,No,0
CR0001899,C007,M01321,Yes,No,No,0
CR0001900,C007,M00669,Yes,No,No,0
CR0001901,C007,M00981,Yes,Yes,Yes,840
CR0001902,C007,M01218,Yes,Yes,No,0
CR0001903,C007,M01355,Yes,No,No,0
CR0001904,C007,M01007,Yes,No,No,0
CR0001905,C007,M01153,Yes,Yes,No,0
CR0001906,C007,M00198,Yes,No,No,0
CR0001907,C007,M00355,Yes,Yes,No,0
CR0001908,C007,M00932,Yes,No,No,0
CR0001909,C007,M00075,Yes,Yes,No,0
CR0001910,C007,M01259,Yes,No,No,0
CR0001911,C007,M00236,Yes,No,No,0
CR0001912,C007,M00388,Yes,Yes,No,0
CR0001913,C007,M00984,Yes,No,Yes,540
CR0001914,C007,M00937,Yes,Yes,No,0
CR0001915,C007,M01049,Yes,No,No,0
CR0001916,C007,M00030,Yes,No,No,0
CR0001917,C007,M00193,Yes,No,Yes,390
CR0001918,C007,M01357,Yes,Yes,No,0
CR0001919,C007,M00511,Yes,No,No,0
CR0001920,C007,M01387,Yes,No,Yes,540
CR0001921,C007,M00021,Yes,Yes,No,0
CR0001922,C007,M01036,Yes,No,No,0
CR0001923,C007,M00288,Yes,No,No,0
CR0001924,C007,M01245,Yes,No,No,0
CR0001925,C007,M00474,Yes,Yes,No,0
CR0001926,C007,M00717,Yes,No,No,0
CR0001927,C007,M00917,Yes,No,No,0
CR0001928,C007,M00083,Yes,No,No,0
CR0001929,C007,M00110,Yes,No,No,0
CR0001930,C007,M01181,Yes,No,No,0
CR0001931,C007,M01257,Yes,No,No,0
CR0001932,C007,M00179,Yes,No,No,0
CR0001933,C007,M01152,Yes,No,No,0
CR0001934,C007,M01111,Yes,No,No,0
CR0001935,C007,M00124,Yes,No,No,0
CR0001936,C007,M01014,Yes,No,No,0
CR0001937,C007,M00763,Yes,Yes,No,0
CR0001938,C007,M00747,Yes,No,No,0
CR0001939,C007,M00725,Yes,Yes,No,0
CR0001940,C007,M01206,Yes,No,No,0
CR0001941,C007,M01285,Yes,No,No,0
CR0001942,C007,M00638,Yes,No,No,0
CR0001943,C007,M00458,Yes,Yes,No,0
CR0001944,C007,M00930,Yes,Yes,No,0
CR0001945,C007,M01205,Yes,Yes,No,0
CR0001946,C007,M00631,Yes,No,No,0
CR0001947,C007,M00040,Yes,No,No,0
CR0001948,C007,M00183,Yes,No,No,0
CR0001949,C007,M01198,Yes,No,No,0
CR0001950,C007,M00729,Yes,Yes,No,0
CR0001951,C007,M00157,Yes,No,No,0
CR0001952,C007,M01087,Yes,No,No,0
CR0001953,C007,M00922,Yes,No,No,0
CR0001954,C007,M00763,Yes,Yes,No,0
CR0001955,C007,M00425,Yes,No,No,0
CR0001956,C007,M01004,Yes,No,No,0
CR0001957,C007,M01031,Yes,No,No,0
CR0001958,C007,M00254,Yes,No,No,0
CR0001959,C007,M00816,Yes,No,No,0
CR0001960,C007,M00356,Yes,Yes,No,0
CR0001961,C007,M01162,Yes,No,No,0
CR0001962,C007,M00694,Yes,No,No,0
CR0001963,C007,M00725,Yes,No,No,0
CR0001964,C007,M00228,Yes,Yes,No,0
CR0001965,C007,M00327,Yes,No,No,0
CR0001966,C007,M00523,Yes,No,No,0
CR0001967,C007,M00090,Yes,No,No,0
CR0001968,C007,M00441,Yes,Yes,No,0
CR0001969,C007,M00275,Yes,Yes,No,0
CR0001970,C007,M00414,Yes,No,No,0
CR0001971,C007,M00987,Yes,No,No,0
CR0001972,C007,M00663,Yes,Yes,No,0
CR0001973,C007,M00160,Yes,No,No,0
CR0001974,C007,M00207,Yes,No,No,0
CR0001975,C007,M00451,Yes,No,No,0
CR0001976,C007,M00945,Yes,Yes,No,0
CR0001977,C007,M01048,Yes,No,No,0
CR0001978,C007,M01380,Yes,No,No,0
CR0001979,C007,M00421,Yes,No,No,0
CR0001980,C007,M00252,Yes,No,No,0
CR0001981,C007,M01280,Yes,Yes,No,0
CR0001982,C007,M00751,Yes,No,No,0
CR0001983,C007,M01311,Yes,No,No,0
CR0001984,C007,M00903,Yes,Yes,No,0
CR0001985,C007,M00212,Yes,No,No,0
CR0001986,C007,M00641,Yes,Yes,No,0
CR0001987,C007,M00895,Yes,No,No,0
CR0001988,C007,M00701,Yes,No,No,0
CR0001989,C007,M01107,Yes,No,No,0
CR0001990,C007,M00497,Yes,Yes,No,0
CR0001991,C008,M01287,Yes,No,No,0
CR0001992,C008,M00675,Yes,No,No,0
CR0001993,C008,M00443,Yes,No,No,0
CR0001994,C008,M00530,Yes,No,No,0
CR0001995,C008,M00597,Yes,No,No,0
CR0001996,C008,M00923,Yes,No,No,0
CR0001997,C008,M00622,Yes,No,No,0
CR0001998,C008,M00780,Yes,No,Yes,840
CR0001999,C008,M00378,Yes,No,No,0
CR0002000,C008,M01088,Yes,Yes,No,0
CR0002001,C008,M00346,Yes,Yes,No,0
CR0002002,C008,M01238,Yes,No,No,0
CR0002003,C008,M01123,Yes,No,No,0
CR0002004,C008,M00229,Yes,No,No,0
CR0002005,C008,M00866,Yes,Yes,No,0
CR0002006,C008,M00855,Yes,No,No,0
CR0002007,C008,M01072,Yes,Yes,No,0
CR0002008,C008,M00371,Yes,Yes,No,0
CR0002009,C008,M00419,Yes,No,No,0
CR0002010,C008,M00250,Yes,No,No,0
CR0002011,C008,M00435,Yes,Yes,No,0
CR0002012,C008,M00689,Yes,No,No,0
CR0002013,C008,M01302,Yes,No,No,0
CR0002014,C008,M01264,Yes,No,No,0
CR0002015,C008,M00027,Yes,No,No,0
CR0002016,C008,M00179,Yes,Yes,No,0
CR0002017,C008,M00936,Yes,No,No,0
CR0002018,C008,M01195,Yes,Yes,No,0
CR0002019,C008,M00674,Yes,No,No,0
CR0002020,C008,M00528,Yes,No,No,0
CR0002021,C008,M00577,Yes,No,No,0
CR0002022,C008,M01187,Yes,No,No,0
CR0002023,C008,M00620,Yes,No,No,0
CR0002024,C008,M00560,Yes,No,No,0
CR0002025,C008,M01203,Yes,No,No,0
CR0002026,C008,M00359,Yes,No,No,0
CR0002027,C008,M00770,Yes,Yes,No,0
CR0002028,C008,M01158,Yes,No,No,0
CR0002029,C008,M00980,Yes,No,No,0
CR0002030,C008,M00745,Yes,No,No,0
CR0002031,C008,M00261,Yes,No,No,0
CR0002032,C008,M00778,Yes,No,No,0
CR0002033,C008,M00235,Yes,No,No,0
CR0002034,C008,M01037,Yes,Yes,No,0
CR0002035,C008,M01206,Yes,Yes,No,0
CR0002036,C008,M00826,Yes,No,Yes,480
CR0002037,C008,M01049,Yes,No,No,0
CR0002038,C008,M00622,Yes,No,No,0
CR0002039,C008,M00248,Yes,Yes,No,0
CR0002040,C008,M00884,Yes,No,Yes,840
CR0002041,C008,M00160,Yes,No,No,0
CR0002042,C008,M01291,Yes,Yes,No,0
CR0002043,C008,M01271,Yes,Yes,No,0
CR0002044,C008,M00945,Yes,Yes,No,0
CR0002045,C008,M00432,Yes,Yes,No,0
CR0002046,C008,M01111,Yes,Yes,Yes,300
CR0002047,C008,M00947,Yes,No,No,0
CR0002048,C008,M01054,Yes,No,No,0
CR0002049,C008,M00010,Yes,No,No,0
CR0002050,C008,M00972,Yes,No,Yes,540
CR0002051,C008,M00643,Yes,No,No,0
CR0002052,C008,M00179,Yes,Yes,No,0
CR0002053,C008,M00583,Yes,No,No,0
CR0002054,C008,M00615,Yes,No,No,0
CR0002055,C008,M01026,Yes,No,No,0
CR0002056,C008,M00756,Yes,No,No,0
CR0002057,C008,M00469,Yes,No,Yes,390
CR0002058,C008,M01138,Yes,No,No,0
CR0002059,C008,M00055,Yes,No,No,0
CR0002060,C008,M00342,Yes,Yes,No,0
CR0002061,C008,M00412,Yes,No,No,0
CR0002062,C008,M00370,Yes,No,No,0
CR0002063,C008,M00254,Yes,No,No,0
CR0002064,C008,M00614,Yes,No,No,0
CR0002065,C008,M01283,Yes,Yes,No,0
CR0002066,C008,M00234,Yes,No,No,0
CR0002067,C008,M00168,Yes,No,No,0
CR0002068,C008,M00073,Yes,Yes,No,0
CR0002069,C008,M01240,Yes,No,No,0
CR0002070,C008,M00837,Yes,No,No,0
CR0002071,C008,M00956,Yes,No,No,0
CR0002072,C008,M01001,Yes,No,No,0
CR0002073,C008,M00657,Yes,No,No,0
CR0002074,C008,M00772,Yes,No,No,0
CR0002075,C008,M01093,Yes,No,No,0
CR0002076,C008,M00962,Yes,No,No,0
CR0002077,C008,M00503,Yes,No,No,0
CR0002078,C008,M00427,Yes,No,No,0
CR0002079,C008,M01026,Yes,No,No,0
CR0002080,C008,M00446,Yes,No,No,0
CR0002081,C008,M01361,Yes,No,No,0
CR0002082,C008,M00211,Yes,No,No,0
CR0002083,C008,M00780,Yes,No,No,0
CR0002084,C008,M00718,Yes,No,No,0
CR0002085,C008,M00696,Yes,Yes,No,0
CR0002086,C008,M00332,Yes,Yes,No,0
CR0002087,C008,M00030,Yes,No,No,0
CR0002088,C008,M00102,Yes,No,No,0
CR0002089,C008,M00192,Yes,No,No,0
CR0002090,C008,M00552,Yes,No,No,0
CR0002091,C008,M00786,Yes,No,No,0
CR0002092,C008,M01331,Yes,Yes,Yes,540
CR0002093,C008,M00185,Yes,No,No,0
CR0002094,C008,M00779,Yes,No,No,0
CR0002095,C008,M01192,Yes,No,No,0
CR0002096,C008,M00778,Yes,No,No,0
CR0002097,C008,M00709,Yes,No,No,0
CR0002098,C008,M00794,Yes,Yes,No,0
CR0002099,C008,M00240,Yes,No,No,0
CR0002100,C008,M01142,Yes,No,No,0
CR0002101,C008,M00926,Yes,No,No,0
CR0002102,C008,M00375,Yes,No,No,0
CR0002103,C008,M00290,Yes,No,No,0
CR0002104,C008,M00847,Yes,No,No,0
CR0002105,C008,M01107,Yes,No,No,0
CR0002106,C008,M00170,Yes,No,No,0
CR0002107,C008,M00571,Yes,No,Yes,480
CR0002108,C008,M00833,Yes,No,No,0
CR0002109,C008,M01128,Yes,No,No,0
CR0002110,C008,M00325,Yes,No,No,0
CR0002111,C008,M00241,Yes,No,No,0
CR0002112,C008,M01171,Yes,No,Yes,540
CR0002113,C008,M00776,Yes,No,No,0
CR0002114,C008,M00376,Yes,No,No,0
CR0002115,C008,M01016,Yes,Yes,No,0
CR0002116,C008,M00809,Yes,No,No,0
CR0002117,C008,M00367,Yes,Yes,No,0
CR0002118,C008,M00848,Yes,No,No,0
CR0002119,C008,M00434,Yes,Yes,No,0
CR0002120,C008,M00637,Yes,Yes,No,0
CR0002121,C008,M00330,Yes,No,Yes,480
CR0002122,C008,M01307,Yes,No,No,0
CR0002123,C008,M01233,Yes,No,No,0
CR0002124,C008,M00237,Yes,No,No,0
CR0002125,C008,M00237,Yes,No,No,0
CR0002126,C008,M00185,Yes,No,No,0
CR0002127,C008,M01260,Yes,No,No,0
CR0002128,C008,M00258,Yes,No,No,0
CR0002129,C008,M01193,Yes,No,Yes,480
CR0002130,C008,M00992,Yes,No,No,0
CR0002131,C008,M01253,Yes,Yes,No,0
CR0002132,C008,M00651,Yes,No,No,0
CR0002133,C008,M00022,Yes,No,No,0
CR0002134,C008,M00015,Yes,No,No,0
CR0002135,C008,M00442,Yes,No,No,0
CR0002136,C008,M00054,Yes,Yes,No,0
CR0002137,C008,M00028,Yes,Yes,No,0
CR0002138,C008,M01349,Yes,No,Yes,540
CR0002139,C008,M00999,Yes,No,No,0
CR0002140,C008,M00967,Yes,No,No,0
CR0002141,C008,M00889,Yes,No,No,0
CR0002142,C008,M00647,Yes,Yes,No,0
CR0002143,C008,M00182,Yes,Yes,No,0
CR0002144,C008,M00651,Yes,No,No,0
CR0002145,C008,M00513,Yes,No,No,0
CR0002146,C008,M00149,Yes,No,No,0
CR0002147,C008,M00699,Yes,No,Yes,300
CR0002148,C008,M00568,Yes,No,No,0
CR0002149,C008,M00619,Yes,No,No,0
CR0002150,C008,M00716,Yes,No,No,0
CR0002151,C008,M01023,Yes,No,No,0
CR0002152,C008,M00443,Yes,Yes,Yes,540
CR0002153,C008,M00647,Yes,No,No,0
CR0002154,C008,M00738,Yes,No,No,0
CR0002155,C008,M00350,Yes,No,No,0
CR0002156,C008,M00383,Yes,No,No,0
CR0002157,C008,M01233,Yes,Yes,Yes,540
CR0002158,C008,M00889,Yes,No,No,0
CR0002159,C008,M00815,Yes,No,No,0
CR0002160,C008,M00162,Yes,No,No,0
CR0002161,C008,M01348,Yes,No,No,0
CR0002162,C008,M00818,Yes,No,No,0
CR0002163,C008,M01357,Yes,No,No,0
CR0002164,C008,M01304,Yes,No,No,0
CR0002165,C008,M01201,Yes,Yes,No,0
CR0002166,C008,M00632,Yes,No,No,0
CR0002167,C008,M01212,Yes,No,No,0
CR0002168,C008,M01333,Yes,Yes,No,0
CR0002169,C008,M00062,Yes,No,Yes,540
CR0002170,C008,M00523,Yes,Yes,No,0
CR0002171,C008,M00723,Yes,No,No,0
CR0002172,C008,M00004,Yes,No,No,0
CR0002173,C008,M00011,Yes,No,No,0
CR0002174,C008,M01076,Yes,No,No,0
CR0002175,C008,M01009,Yes,No,Yes,840
CR0002176,C008,M00771,Yes,Yes,No,0
CR0002177,C008,M00911,Yes,Yes,No,0
CR0002178,C008,M01384,Yes,No,No,0
CR0002179,C008,M01259,Yes,No,No,0
CR0002180,C008,M01010,Yes,Yes,No,0
CR0002181,C008,M00619,Yes,No,No,0
CR0002182,C008,M01197,Yes,Yes,No,0
CR0002183,C008,M00854,Yes,No,No,0
CR0002184,C008,M01203,Yes,No,No,0
CR0002185,C008,M00082,Yes,No,No,0
CR0002186,C008,M00834,Yes,Yes,No,0
CR0002187,C008,M00951,Yes,No,No,0
CR0002188,C008,M00652,Yes,No,No,0
CR0002189,C008,M00053,Yes,No,Yes,840
CR0002190,C008,M00519,Yes,No,No,0
CR0002191,C008,M01124,Yes,No,No,0
CR0002192,C008,M01036,Yes,No,No,0
CR0002193,C008,M01345,Yes,No,Yes,840
CR0002194,C008,M00110,Yes,No,No,0
CR0002195,C008,M00153,Yes,No,No,0
CR0002196,C008,M00521,Yes,No,No,0
CR0002197,C008,M01350,Yes,No,No,0
CR0002198,C008,M01076,Yes,No,No,0
CR0002199,C008,M00355,Yes,Yes,No,0
CR0002200,C008,M00712,Yes,No,No,0
CR0002201,C008,M00595,Yes,No,No,0
CR0002202,C008,M01250,Yes,Yes,No,0
CR0002203,C008,M00234,Yes,No,No,0
CR0002204,C008,M01221,Yes,No,No,0
CR0002205,C008,M00087,Yes,No,No,0
CR0002206,C008,M00213,Yes,Yes,No,0
CR0002207,C008,M00430,Yes,No,Yes,840
CR0002208,C008,M01325,Yes,Yes,No,0
CR0002209,C008,M00764,Yes,No,Yes,480
CR0002210,C008,M00184,Yes,No,No,0
CR0002211,C008,M00172,Yes,No,No,0
CR0002212,C008,M00707,Yes,No,No,0
CR0002213,C008,M00310,Yes,No,No,0
CR0002214,C008,M00217,Yes,No,No,0
CR0002215,C008,M00350,Yes,No,No,0
CR0002216,C008,M00938,Yes,No,No,0
CR0002217,C008,M00799,Yes,Yes,No,0
CR0002218,C009,M00150,Yes,No,No,0
CR0002219,C009,M00174,Yes,Yes,No,0
CR0002220,C009,M00840,Yes,No,No,0
CR0002221,C009,M00531,Yes,No,No,0
CR0002222,C009,M00753,Yes,No,No,0
CR0002223,C009,M00296,Yes,Yes,No,0
CR0002224,C009,M01310,Yes,No,No,0
CR0002225,C009,M01008,Yes,Yes,No,0
CR0002226,C009,M00060,Yes,Yes,No,0
CR0002227,C009,M00325,Yes,No,No,0
CR0002228,C009,M00990,Yes,Yes,No,0
CR0002229,C009,M00675,Yes,No,No,0
CR0002230,C009,M00702,Yes,No,No,0
CR0002231,C009,M00361,Yes,No,No,0
CR0002232,C009,M00022,Yes,No,No,0
CR0002233,C009,M01128,Yes,No,No,0
CR0002234,C009,M01285,Yes,No,No,0
CR0002235,C009,M00565,Yes,Yes,No,0
CR0002236,C009,M00128,Yes,No,No,0
CR0002237,C009,M00836,Yes,No,No,0
CR0002238,C009,M00730,Yes,No,No,0
CR0002239,C009,M01246,Yes,No,No,0
CR0002240,C009,M00503,Yes,No,No,0
CR0002241,C009,M00007,Yes,No,No,0
CR0002242,C009,M00662,Yes,No,No,0
CR0002243,C009,M00278,Yes,No,No,0
CR0002244,C009,M00351,Yes,No,No,0
CR0002245,C009,M01045,Yes,No,No,0
CR0002246,C009,M00606,Yes,No,No,0
CR0002247,C009,M00226,Yes,No,No,0
CR0002248,C009,M01380,Yes,No,No,0
CR0002249,C009,M00051,Yes,No,No,0
CR0002250,C009,M01347,Yes,Yes,No,0
CR0002251,C009,M00487,Yes,Yes,No,0
CR0002252,C009,M01061,Yes,Yes,No,0
CR0002253,C009,M00176,Yes,Yes,No,0
CR0002254,C009,M01167,Yes,No,No,0
CR0002255,C009,M00478,Yes,No,No,0
CR0002256,C009,M01319,Yes,No,No,0
CR0002257,C009,M00454,Yes,No,No,0
CR0002258,C009,M01400,Yes,No,No,0
CR0002259,C009,M00252,Yes,No,No,0
CR0002260,C009,M00810,Yes,Yes,No,0
CR0002261,C009,M01192,Yes,No,No,0
CR0002262,C009,M00470,Yes,Yes,No,0
CR0002263,C009,M00138,Yes,Yes,No,0
CR0002264,C009,M00746,Yes,Yes,No,0
CR0002265,C009,M00774,Yes,No,No,0
CR0002266,C009,M00475,Yes,No,No,0
CR0002267,C009,M00704,Yes,No,No,0
CR0002268,C009,M00511,Yes,No,No,0
CR0002269,C009,M00383,Yes,No,No,0
CR0002270,C009,M00578,Yes,No,No,0
CR0002271,C009,M00641,Yes,No,No,0
CR0002272,C009,M00680,Yes,No,No,0
CR0002273,C009,M01020,Yes,No,Yes,840
CR0002274,C009,M00359,Yes,No,No,0
CR0002275,C009,M00035,Yes,No,No,0
CR0002276,C009,M00293,Yes,No,No,0
CR0002277,C009,M00788,Yes,No,No,0
CR0002278,C009,M01029,Yes,No,No,0
CR0002279,C009,M00408,Yes,No,No,0
CR0002280,C009,M00941,Yes,Yes,No,0
CR0002281,C009,M00833,Yes,No,No,0
CR0002282,C009,M00043,Yes,Yes,No,0
CR0002283,C009,M00472,Yes,No,No,0
CR0002284,C009,M00220,Yes,No,No,0
CR0002285,C009,M00653,Yes,No,No,0
CR0002286,C009,M00128,Yes,No,No,0
CR0002287,C009,M01123,Yes,Yes,No,0
CR0002288,C009,M00770,Yes,Yes,No,0
CR0002289,C009,M01049,Yes,No,No,0
CR0002290,C009,M01181,Yes,No,No,0
CR0002291,C009,M00100,Yes,No,Yes,480
CR0002292,C009,M01149,Yes,No,No,0
CR0002293,C009,M00207,Yes,No,No,0
CR0002294,C009,M01100,Yes,No,No,0
CR0002295,C009,M01048,Yes,No,No,0
CR0002296,C009,M00180,Yes,No,No,0
CR0002297,C009,M00812,Yes,No,No,0
CR0002298,C009,M00584,Yes,Yes,No,0
CR0002299,C009,M01289,Yes,Yes,No,0
CR0002300,C009,M00597,Yes,No,No,0
CR0002301,C009,M00182,Yes,No,No,0
CR0002302,C009,M00260,Yes,No,Yes,480
CR0002303,C009,M01352,Yes,No,No,0
CR0002304,C009,M00855,Yes,Yes,No,0
CR0002305,C009,M00849,Yes,No,No,0
CR0002306,C009,M01045,Yes,Yes,No,0
CR0002307,C009,M01400,Yes,No,No,0
CR0002308,C009,M00628,Yes,No,No,0
CR0002309,C009,M00882,Yes,No,No,0
CR0002310,C009,M00045,Yes,Yes,No,0
CR0002311,C009,M01182,Yes,No,Yes,840
CR0002312,C009,M01244,Yes,No,No,0
CR0002313,C009,M00489,Yes,No,No,0
CR0002314,C009,M01201,Yes,No,No,0
CR0002315,C009,M01346,Yes,No,No,0
CR0002316,C009,M00233,Yes,No,No,0
CR0002317,C009,M01352,Yes,No,No,0
CR0002318,C009,M00154,Yes,Yes,No,0
CR0002319,C009,M00909,Yes,No,Yes,480
CR0002320,C009,M00917,Yes,No,No,0
CR0002321,C009,M01114,Yes,No,No,0
CR0002322,C009,M01199,Yes,No,No,0
CR0002323,C009,M00401,Yes,No,No,0
CR0002324,C009,M00067,Yes,Yes,No,0
CR0002325,C009,M00600,Yes,No,No,0
CR0002326,C009,M00148,Yes,No,No,0
CR0002327,C009,M00641,Yes,No,No,0
CR0002328,C009,M00024,Yes,Yes,No,0
CR0002329,C009,M00872,Yes,No,No,0
CR0002330,C009,M00298,Yes,No,Yes,540
CR0002331,C009,M00045,Yes,No,No,0
CR0002332,C009,M00274,Yes,No,No,0
CR0002333,C009,M01159,Yes,No,No,0
CR0002334,C009,M01074,Yes,Yes,No,0
CR0002335,C009,M00267,Yes,No,No,0
CR0002336,C009,M00026,Yes,No,No,0
CR0002337,C009,M00697,Yes,No,No,0
CR0002338,C009,M00360,Yes,No,No,0
CR0002339,C009,M00764,Yes,No,No,0
CR0002340,C009,M00165,Yes,Yes,No,0
CR0002341,C009,M00900,Yes,Yes,No,0
CR0002342,C009,M00858,Yes,No,No,0
CR0002343,C009,M01354,Yes,No,No,0
CR0002344,C009,M00503,Yes,No,No,0
CR0002345,C009,M01037,Yes,No,No,0
CR0002346,C009,M01159,Yes,Yes,No,0
CR0002347,C009,M01304,Yes,No,No,0
CR0002348,C009,M00562,Yes,No,No,0
CR0002349,C009,M01342,Yes,No,No,0
CR0002350,C009,M00783,Yes,No,No,0
CR0002351,C009,M00990,Yes,No,No,0
CR0002352,C009,M00595,Yes,No,No,0
CR0002353,C009,M00469,Yes,Yes,Yes,390
CR0002354,C009,M00911,Yes,No,No,0
CR0002355,C009,M00434,Yes,Yes,No,0
CR0002356,C009,M01086,Yes,Yes,No,0
CR0002357,C009,M01298,Yes,No,No,0
CR0002358,C009,M00411,Yes,No,No,0
