visit_id,member_id,visit_date,facility_id,service_category,check_in_hour,duration_minutes,source_system
V00058233,M01291,2024-03-15,F02,Fitness,7,73,Front desk entry
V00058234,M01291,2024-04-05,F02,Group class,10,118,Access control
V00058235,M01291,2024-05-26,F03,Fitness,10,112,Access control
V00058236,M01291,2024-05-15,F02,Group class,16,77,Access control
V00058237,M01291,2024-06-25,F02,Gymnasium,18,35,Access control
V00058238,M01291,2024-07-25,F02,Open recreation,20,93,Access control
V00058239,M01291,2024-07-08,F02,Fitness,19,58,Access control
V00058240,M01291,2024-08-07,F02,Aquatics,19,115,Access control
V00058241,M01291,2024-08-15,F02,Fitness,7,85,Access control
V00058242,M01291,2024-08-26,F02,Gymnasium,7,125,Access control
V00058243,M01291,2024-08-11,F02,Group class,6,53,Access control
V00058244,M01291,2024-08-24,F02,Fitness,16,86,Access control
V00058245,M01291,2024-09-27,F02,Fitness,19,35,Access control
V00058246,M01291,2024-09-09,F02,Aquatics,18,58,Access control
V00058247,M01291,2024-11-26,F02,Gymnasium,8,129,Access control
V00058248,M01291,2024-11-17,F02,Fitness,12,74,Access control
V00058249,M01291,2024-11-27,F02,Open recreation,16,47,Access control
V00058250,M01291,2024-11-19,F02,Aquatics,18,49,Access control
V00058251,M01291,2025-01-08,F02,Group class,11,86,Access control
V00058252,M01291,2025-01-16,F02,Fitness,8,63,Front desk entry
V00058253,M01291,2025-02-10,F02,Gymnasium,19,87,Access control
V00058254,M01291,2025-02-04,F02,Open recreation,10,66,Access control
V00058255,M01291,2025-03-10,F02,Open recreation,6,69,Access control
V00058256,M01291,2025-03-15,F02,Aquatics,19,70,Access control
V00058257,M01291,2025-03-09,F02,Fitness,17,34,Access control
V00058258,M01291,2025-03-24,F02,Group class,19,36,Access control
V00058259,M01291,2025-03-24,F02,Fitness,18,,Access control
V00058260,M01291,2025-05-02,F02,Open recreation,8,129,Access control
V00058261,M01291,2025-05-09,F02,Open recreation,17,35,Access control
V00058262,M01291,2025-05-19,F02,Open recreation,18,106,Access control
V00058263,M01291,2025-06-23,F02,Open recreation,19,71,Access control
V00058264,M01291,2025-06-24,F02,Aquatics,19,85,Access control
V00058265,M01291,2025-07-20,F02,Group class,18,90,Access control
V00058266,M01291,2025-08-02,F02,Fitness,17,46,Access control
V00058267,M01291,2025-08-25,F02,Group class,17,35,Access control
V00058268,M01291,2025-08-04,F02,Open recreation,18,115,Access control
V00058269,M01291,2025-09-14,F04,Aquatics,18,39,Access control
V00058270,M01291,2025-09-20,F02,Group class,19,128,Access control
V00058271,M01291,2025-09-18,F02,Fitness,11,122,Access control
V00058272,M01291,2025-09-26,F02,Aquatics,18,102,Access control
V00058273,M01291,2025-09-03,F02,Fitness,6,103,Access control
V00058274,M01291,2025-09-25,F02,Gymnasium,9,101,Access control
V00058275,M01291,2025-10-26,F02,Aquatics,17,107,Access control
V00058276,M01291,2025-10-13,F03,Gymnasium,8,101,Access control
V00058277,M01291,2025-10-02,F02,Group class,16,34,Access control
V00058278,M01291,2025-11-02,F02,Fitness,17,128,Access control
V00058279,M01291,2025-12-03,F01,Group class,6,50,Access control
V00058280,M01291,2025-12-19,F02,Aquatics,17,86,Access control
V00058281,M01291,2025-12-21,F02,Open recreation,6,63,Access control
V00058282,M01291,2025-12-15,F02,Open recreation,8,101,Access control
V00058283,M01292,2023-07-25,F04,Open recreation,17,96,Access control
V00058284,M01292,2023-07-19,F03,Fitness,17,104,Access control
V00058285,M01292,2023-07-07,F03,Group class,8,42,Access control
V00058286,M01292,2023-08-07,F03,Group class,17,91,Access control
V00058287,M01292,2023-08-27,F03,Aquatics,20,96,Access control
V00058288,M01292,2023-08-22,F03,Open recreation,7,78,Access control
V00058289,M01292,2023-09-04,F03,Fitness,17,126,Access control
V00058290,M01292,2023-09-09,F03,Aquatics,6,85,Access control
V00058291,M01292,2023-09-18,F03,Open recreation,9,71,Access control
V00058292,M01292,2023-09-18,F03,Group class,18,89,Access control
V00058293,M01292,2023-09-05,F03,Aquatics,20,103,Access control
V00058294,M01292,2023-10-26,F03,Aquatics,19,69,Access control
V00058295,M01292,2023-10-10,F03,Aquatics,9,77,Access control
V00058296,M01292,2023-10-10,F03,Aquatics,19,108,Access control
V00058297,M01292,2023-10-18,F03,Aquatics,8,100,Access control
V00058298,M01292,2023-11-26,F03,Fitness,11,114,Access control
V00058299,M01292,2023-11-14,F03,Aquatics,7,34,Access control
V00058300,M01292,2023-11-11,F03,Open recreation,6,84,Access control
V00058301,M01292,2023-12-12,F03,Fitness,18,128,Access control
V00058302,M01292,2023-12-04,F03,Aquatics,18,67,Access control
V00058303,M01292,2023-12-08,F03,Open recreation,17,93,Access control
V00058304,M01292,2023-12-23,F03,Aquatics,17,82,Access control
V00058305,M01292,2023-12-22,F03,Aquatics,19,94,Access control
V00058306,M01292,2023-12-03,F03,Aquatics,7,106,Access control
V00058307,M01292,2024-01-19,F03,Gymnasium,17,,Access control
V00058308,M01292,2024-01-27,F03,Fitness,18,52,Access control
V00058309,M01292,2024-01-08,F03,Aquatics,18,35,Access control
V00058310,M01292,2024-02-13,F03,Fitness,12,127,Access control
V00058311,M01292,2024-02-05,F03,Aquatics,18,91,Access control
V00058312,M01292,2024-02-21,F03,Aquatics,16,69,Access control
V00058313,M01292,2024-02-05,F03,Fitness,17,125,Access control
V00058314,M01292,2024-03-19,F03,Fitness,17,92,Access control
V00058315,M01292,2024-04-11,F03,Gymnasium,12,,Access control
V00058316,M01292,2024-05-01,F03,Open recreation,19,42,Access control
V00058317,M01292,2024-05-17,F03,Aquatics,20,75,Front desk entry
V00058318,M01292,2024-05-16,F03,Gymnasium,8,38,Access control
V00058319,M01292,2024-05-26,F03,Group class,16,89,Access control
V00058320,M01292,2024-05-23,F03,Fitness,8,36,Access control
V00058321,M01292,2024-06-07,F03,Group class,17,114,Access control
V00058322,M01292,2024-06-22,F03,Fitness,15,,Access control
V00058323,M01292,2024-08-18,F03,Group class,18,38,Access control
V00058324,M01292,2024-08-02,F03,Aquatics,18,55,Front desk entry
V00058325,M01292,2024-10-16,F03,Group class,8,41,Access control
V00058326,M01292,2024-10-11,F03,Aquatics,8,49,Access control
V00058327,M01292,2024-11-11,F03,Group class,7,99,Access control
V00058328,M01292,2024-11-07,F03,Gymnasium,16,31,Access control
V00058329,M01292,2024-12-13,F03,Group class,7,56,Access control
V00058330,M01292,2025-01-08,F02,Aquatics,18,55,Access control
V00058331,M01292,2025-01-20,F02,Gymnasium,19,128,Access control
V00058332,M01292,2025-02-03,F03,Open recreation,17,36,Access control
V00058333,M01292,2025-02-18,F03,Gymnasium,15,67,Access control
V00058334,M01292,2025-02-03,F01,Gymnasium,17,37,Access control
V00058335,M01292,2025-02-13,F03,Group class,18,92,Access control
V00058336,M01292,2025-02-25,F03,Open recreation,10,83,Access control
V00058337,M01292,2025-03-20,F03,Gymnasium,16,46,Access control
V00058338,M01292,2025-03-09,F03,Fitness,7,72,Access control
V00058339,M01292,2025-03-08,F03,Fitness,20,61,Access control
V00058340,M01292,2025-03-27,F03,Group class,7,,Access control
V00058341,M01292,2025-03-09,F03,Fitness,18,115,Access control
V00058342,M01292,2025-03-11,F03,Aquatics,18,119,Access control
V00058343,M01292,2025-03-11,F03,Aquatics,7,32,Access control
V00058344,M01292,2025-03-09,F03,Open recreation,6,58,Access control
V00058345,M01292,2025-03-11,F03,Aquatics,8,38,Access control
V00058346,M01292,2025-04-19,F03,Group class,9,80,Access control
V00058347,M01292,2025-04-03,F03,Fitness,18,55,Access control
V00058348,M01292,2025-05-08,F03,Fitness,17,68,Access control
V00058349,M01292,2025-05-25,F03,Group class,18,35,Access control
V00058350,M01292,2025-06-23,F03,Aquatics,18,102,Access control
V00058351,M01292,2025-07-27,F03,Aquatics,16,125,Front desk entry
V00058352,M01292,2025-07-15,F02,Aquatics,19,60,Access control
V00058353,M01292,2025-07-01,F03,Gymnasium,18,80,Access control
V00058354,M01292,2025-09-02,F03,Aquatics,8,58,Access control
V00058355,M01292,2025-09-17,F03,Open recreation,7,75,Access control
V00058356,M01292,2025-09-03,F03,Gymnasium,20,55,Access control
V00058357,M01292,2025-09-06,F03,Aquatics,16,99,Access control
V00058358,M01292,2025-10-25,F03,Fitness,6,111,Front desk entry
V00058359,M01292,2025-11-14,F03,Open recreation,15,97,Access control
V00058360,M01292,2025-11-08,F03,Group class,6,90,Access control
V00058361,M01292,2025-12-20,F03,Fitness,18,36,Access control
V00058362,M01292,2025-12-11,F03,Aquatics,17,105,Access control
V00058363,M01293,2022-02-07,F04,Gymnasium,17,88,Access control
V00058364,M01293,2022-02-05,F04,Fitness,11,119,Access control
V00058365,M01293,2022-03-22,F04,Fitness,7,32,Access control
V00058366,M01293,2022-03-19,F04,Gymnasium,16,113,Access control
V00058367,M01293,2022-04-26,F04,Fitness,20,89,Access control
V00058368,M01293,2022-05-26,F02,Fitness,7,122,Access control
V00058369,M01293,2022-05-27,F04,Aquatics,8,52,Front desk entry
V00058370,M01293,2022-05-02,F04,Fitness,20,75,Access control
V00058371,M01293,2022-05-01,F04,Open recreation,18,56,Access control
V00058372,M01293,2022-06-21,F04,Gymnasium,18,56,Access control
V00058373,M01293,2022-06-20,F04,Fitness,16,52,Access control
V00058374,M01293,2022-06-02,F04,Fitness,6,42,Access control
V00058375,M01293,2022-07-26,F04,Aquatics,17,122,Access control
V00058376,M01293,2022-07-25,F04,Open recreation,6,90,Access control
V00058377,M01293,2022-08-23,F04,Open recreation,17,61,Access control
V00058378,M01293,2022-08-26,F04,Fitness,20,78,Access control
V00058379,M01293,2022-09-22,F04,Gymnasium,12,71,Access control
V00058380,M01293,2022-09-14,F01,Fitness,18,106,Access control
V00058381,M01293,2022-10-21,F04,Group class,7,98,Access control
V00058382,M01293,2022-11-04,F02,Fitness,17,54,Front desk entry
V00058383,M01293,2022-12-15,F04,Fitness,17,100,Access control
V00058384,M01293,2023-01-12,F04,Fitness,19,61,Access control
V00058385,M01293,2023-01-06,F02,Open recreation,19,73,Access control
V00058386,M01293,2023-01-04,F04,Gymnasium,19,67,Access control
V00058387,M01293,2023-01-25,F04,Gymnasium,7,110,Access control
V00058388,M01293,2023-02-04,F04,Fitness,6,36,Access control
V00058389,M01293,2023-02-15,F04,Fitness,16,43,Access control
V00058390,M01293,2023-02-26,F04,Group class,19,80,Access control
V00058391,M01293,2023-02-10,F04,Gymnasium,8,70,Access control
V00058392,M01293,2023-02-11,F01,Fitness,8,68,Access control
V00058393,M01293,2023-02-13,F04,Gymnasium,20,31,Access control
V00058394,M01293,2023-03-07,F04,Gymnasium,17,32,Access control
V00058395,M01293,2023-03-11,F04,Fitness,8,41,Access control
V00058396,M01293,2023-04-15,F04,Aquatics,17,95,Access control
V00058397,M01293,2023-04-22,F01,Fitness,15,53,Access control
V00058398,M01293,2023-04-14,F04,Aquatics,18,114,Access control
V00058399,M01293,2023-04-10,F04,Group class,12,103,Access control
V00058400,M01293,2023-05-08,F04,Aquatics,18,44,Access control
V00058401,M01293,2023-05-19,F04,Fitness,6,32,Access control
V00058402,M01293,2023-06-21,F04,Aquatics,6,49,Access control
V00058403,M01293,2023-06-10,F04,Fitness,10,61,Access control
V00058404,M01293,2023-08-19,F04,Open recreation,6,124,Access control
V00058405,M01293,2023-08-20,F04,Fitness,19,94,Access control
V00058406,M01293,2023-09-26,F04,Aquatics,12,62,Access control
V00058407,M01293,2023-09-22,F04,Fitness,6,35,Access control
V00058408,M01293,2023-09-05,F02,Fitness,8,52,Access control
V00058409,M01293,2023-09-02,F04,Fitness,19,85,Access control
V00058410,M01293,2023-09-22,F04,Aquatics,18,102,Access control
V00058411,M01293,2023-10-22,F04,Aquatics,18,127,Access control
V00058412,M01293,2023-11-27,F04,Gymnasium,19,68,Access control
V00058413,M01293,2023-11-07,F04,Aquatics,8,61,Access control
V00058414,M01293,2023-12-09,F04,Group class,6,113,Access control
V00058415,M01293,2023-12-16,F04,Open recreation,6,79,Access control
V00058416,M01293,2023-12-15,F04,Aquatics,17,37,Access control
V00058417,M01293,2024-01-26,F04,Open recreation,15,126,Access control
V00058418,M01293,2024-01-15,F04,Fitness,11,86,Access control
V00058419,M01293,2024-01-10,F04,Fitness,19,116,Access control
V00058420,M01293,2024-01-04,F04,Open recreation,18,125,Access control
V00058421,M01293,2024-02-21,F04,Open recreation,18,31,Access control
V00058422,M01293,2024-02-18,F04,Aquatics,6,47,Access control
V00058423,M01293,2024-02-20,F01,Open recreation,7,52,Access control
V00058424,M01293,2024-02-24,F04,Group class,17,116,Access control
V00058425,M01293,2024-03-03,F04,Open recreation,20,122,Access control
V00058426,M01293,2024-04-18,F04,Fitness,8,53,Access control
V00058427,M01293,2024-04-01,F04,Fitness,8,54,Access control
V00058428,M01293,2024-04-10,F04,Gymnasium,20,56,Access control
V00058429,M01293,2024-04-09,F04,Aquatics,17,87,Access control
V00058430,M01293,2024-05-03,F04,Fitness,7,57,Access control
V00058431,M01293,2024-05-25,F04,Open recreation,9,31,Access control
V00058432,M01293,2024-06-19,F01,Fitness,6,94,Access control
V00058433,M01293,2024-06-06,F03,Open recreation,12,64,Access control
V00058434,M01293,2024-07-27,F04,Open recreation,12,126,Access control
V00058435,M01293,2024-07-17,F04,Fitness,6,91,Front desk entry
V00058436,M01293,2024-07-11,F02,Fitness,8,92,Access control
V00058437,M01293,2024-07-27,F04,Fitness,16,77,Access control
V00058438,M01293,2024-08-24,F04,Fitness,12,68,Access control
V00058439,M01293,2024-09-20,F04,Group class,18,103,Access control
V00058440,M01293,2024-09-12,F04,Fitness,17,76,Access control
V00058441,M01293,2024-10-08,F04,Fitness,19,38,Access control
V00058442,M01293,2024-10-20,F04,Fitness,11,75,Access control
V00058443,M01293,2024-11-12,F04,Fitness,20,117,Access control
V00058444,M01293,2024-11-23,F04,Gymnasium,12,75,Access control
V00058445,M01293,2024-12-03,F04,Group class,19,120,Access control
V00058446,M01293,2024-12-09,F04,Fitness,12,99,Access control
V00058447,M01293,2024-12-12,F04,Aquatics,15,80,Access control
V00058448,M01293,2025-01-13,F04,Aquatics,16,52,Access control
V00058449,M01293,2025-01-09,F04,Group class,16,48,Access control
V00058450,M01293,2025-02-05,F04,Open recreation,17,39,Access control
V00058451,M01293,2025-02-14,F04,Open recreation,17,39,Access control
V00058452,M01293,2025-02-06,F04,Fitness,17,96,Access control
V00058453,M01293,2025-02-07,F04,Aquatics,18,45,Access control
V00058454,M01293,2025-02-07,F04,Group class,9,99,Access control
V00058455,M01293,2025-03-07,F04,Group class,17,64,Access control
V00058456,M01293,2025-04-19,F04,Fitness,20,67,Access control
V00058457,M01293,2025-05-01,F04,Aquatics,19,99,Access control
V00058458,M01293,2025-05-05,F01,Fitness,19,82,Access control
V00058459,M01293,2025-06-15,F04,Gymnasium,19,74,Access control
V00058460,M01293,2025-06-11,F04,Aquatics,7,126,Access control
V00058461,M01293,2025-07-13,F04,Gymnasium,19,86,Access control
V00058462,M01293,2025-08-27,F03,Aquatics,19,74,Access control
V00058463,M01293,2025-08-18,F04,Open recreation,17,116,Access control
V00058464,M01293,2025-09-21,F04,Aquatics,12,44,Access control
V00058465,M01293,2025-09-09,F04,Gymnasium,16,108,Access control
V00058466,M01293,2025-09-12,F04,Aquatics,7,43,Access control
V00058467,M01293,2025-10-03,F04,Group class,9,87,Access control
V00058468,M01293,2025-10-11,F04,Aquatics,8,128,Access control
V00058469,M01293,2025-12-07,F04,Aquatics,16,56,Access control
V00058470,M01293,2025-12-05,F01,Group class,16,31,Access control
V00058471,M01293,2025-12-19,F04,Open recreation,18,70,Access control
V00058472,M01293,2025-12-26,F04,Gymnasium,12,32,Access control
V00058473,M01293,2025-12-07,F04,Fitness,16,65,Front desk entry
V00058474,M01294,2023-05-01,F03,Fitness,18,79,Access control
V00058475,M01294,2023-05-06,F03,Aquatics,9,,Access control
V00058476,M01294,2023-05-16,F03,Open recreation,6,59,Access control
V00058477,M01294,2023-05-09,F03,Open recreation,7,115,Access control
V00058478,M01294,2023-05-26,F04,Aquatics,15,49,Access control
V00058479,M01294,2023-06-05,F03,Fitness,18,108,Access control
V00058480,M01294,2023-07-24,F03,Gymnasium,6,66,Access control
V00058481,M01294,2023-07-05,F03,Group class,20,104,Access control
V00058482,M01294,2023-07-25,F03,Fitness,10,84,Access control
V00058483,M01294,2023-07-18,F03,Fitness,8,36,Access control
V00058484,M01294,2023-08-04,F03,Group class,8,82,Access control
V00058485,M01294,2023-08-03,F01,Group class,6,94,Access control
V00058486,M01294,2023-08-20,F03,Fitness,12,91,Access control
V00058487,M01294,2023-09-07,F03,Open recreation,17,90,Access control
V00058488,M01294,2023-10-22,F03,Fitness,7,109,Access control
V00058489,M01294,2023-10-12,F03,Aquatics,19,74,Access control
V00058490,M01294,2023-10-08,F03,Aquatics,17,65,Front desk entry
V00058491,M01294,2023-11-07,F03,Open recreation,8,91,Access control
V00058492,M01294,2023-11-25,F03,Aquatics,9,37,Access control
V00058493,M01294,2023-11-18,F03,Gymnasium,16,68,Access control
V00058494,M01294,2023-11-06,F03,Fitness,20,30,Access control
V00058495,M01294,2023-12-23,F01,Aquatics,20,96,Access control
V00058496,M01294,2023-12-06,F03,Fitness,7,62,Front desk entry
V00058497,M01294,2024-01-27,F03,Open recreation,18,117,Access control
V00058498,M01294,2024-01-17,F04,Open recreation,11,34,Access control
V00058499,M01294,2024-01-18,F03,Open recreation,17,54,Access control
V00058500,M01294,2024-02-05,F03,Group class,16,66,Access control
V00058501,M01294,2024-02-20,F03,Aquatics,19,67,Access control
V00058502,M01294,2024-02-11,F03,Open recreation,18,39,Access control
V00058503,M01294,2024-03-13,F03,Gymnasium,19,79,Access control
V00058504,M01294,2024-03-09,F03,Fitness,18,119,Access control
V00058505,M01294,2024-03-23,F03,Fitness,17,40,Access control
V00058506,M01294,2024-03-02,F03,Gymnasium,9,111,Access control
V00058507,M01294,2024-03-04,F03,Open recreation,16,50,Front desk entry
V00058508,M01294,2024-04-14,F03,Fitness,10,47,Access control
V00058509,M01294,2024-04-24,F03,Fitness,16,49,Access control
V00058510,M01294,2024-04-24,F03,Fitness,15,96,Access control
V00058511,M01294,2024-05-18,F03,Group class,19,79,Front desk entry
V00058512,M01294,2024-05-03,F03,Aquatics,7,36,Front desk entry
V00058513,M01294,2024-05-18,F03,Aquatics,17,97,Access control
V00058514,M01294,2024-07-20,F03,Fitness,17,79,Access control
V00058515,M01294,2024-07-07,F03,Fitness,17,118,Access control
V00058516,M01294,2024-08-07,F03,Fitness,19,52,Access control
V00058517,M01294,2024-08-10,F03,Group class,7,65,Access control
V00058518,M01294,2024-08-19,F03,Fitness,7,83,Access control
V00058519,M01294,2024-08-06,F03,Gymnasium,20,70,Access control
V00058520,M01294,2024-09-19,F03,Gymnasium,11,109,Access control
V00058521,M01294,2024-09-10,F03,Fitness,9,45,Access control
V00058522,M01294,2024-09-14,F03,Fitness,18,74,Access control
V00058523,M01294,2024-09-26,F01,Gymnasium,18,65,Access control
V00058524,M01294,2024-10-14,F03,Group class,19,106,Access control
V00058525,M01294,2024-10-15,F03,Aquatics,16,85,Access control
V00058526,M01294,2024-12-23,F03,Group class,19,80,Access control
V00058527,M01294,2025-01-11,F03,Open recreation,18,33,Access control
V00058528,M01294,2025-01-08,F03,Open recreation,19,50,Front desk entry
V00058529,M01294,2025-01-07,F03,Fitness,8,49,Access control
V00058530,M01294,2025-01-21,F03,Open recreation,18,32,Access control
V00058531,M01294,2025-02-22,F03,Fitness,10,,Access control
V00058532,M01294,2025-02-07,F02,Fitness,18,128,Access control
V00058533,M01294,2025-02-01,F03,Aquatics,11,124,Access control
V00058534,M01294,2025-02-06,F03,Aquatics,6,117,Access control
V00058535,M01294,2025-03-17,F03,Aquatics,17,70,Access control
V00058536,M01294,2025-03-05,F03,Fitness,18,80,Access control
V00058537,M01294,2025-03-14,F03,Aquatics,19,85,Access control
V00058538,M01294,2025-03-05,F03,Gymnasium,18,59,Front desk entry
V00058539,M01294,2025-03-15,F03,Open recreation,18,118,Access control
V00058540,M01294,2025-03-17,F03,Aquatics,9,93,Front desk entry
V00058541,M01294,2025-04-07,F03,Fitness,12,72,Access control
V00058542,M01294,2025-04-09,F04,Open recreation,6,39,Access control
V00058543,M01294,2025-04-25,F03,Fitness,18,104,Access control
V00058544,M01294,2025-04-23,F03,Open recreation,11,50,Access control
V00058545,M01294,2025-05-26,F03,Open recreation,8,37,Access control
V00058546,M01294,2025-05-19,F03,Gymnasium,20,47,Access control
V00058547,M01294,2025-05-11,F01,Open recreation,8,90,Access control
V00058548,M01294,2025-06-20,F03,Aquatics,9,92,Access control
V00058549,M01294,2025-06-03,F03,Fitness,17,106,Access control
V00058550,M01294,2025-07-13,F03,Aquatics,17,100,Access control
V00058551,M01294,2025-07-11,F03,Aquatics,16,130,Access control
V00058552,M01294,2025-07-01,F03,Aquatics,8,53,Access control
V00058553,M01294,2025-07-12,F03,Fitness,6,34,Access control
V00058554,M01294,2025-07-17,F03,Fitness,12,108,Access control
V00058555,M01294,2025-07-07,F03,Open recreation,20,125,Access control
V00058556,M01294,2025-08-08,F03,Fitness,6,122,Access control
V00058557,M01294,2025-08-07,F03,Group class,17,90,Access control
V00058558,M01294,2025-08-19,F03,Fitness,7,95,Access control
V00058559,M01294,2025-08-02,F03,Aquatics,17,84,Access control
V00058560,M01294,2025-08-21,F03,Open recreation,10,123,Access control
V00058561,M01294,2025-08-07,F03,Open recreation,19,52,Access control
V00058562,M01294,2025-09-18,F03,Aquatics,18,74,Access control
V00058563,M01294,2025-09-07,F04,Gymnasium,18,107,Access control
V00058564,M01294,2025-09-13,F03,Open recreation,6,68,Access control
V00058565,M01294,2025-09-01,F01,Aquatics,10,107,Access control
V00058566,M01294,2025-10-09,F03,Fitness,17,52,Access control
V00058567,M01294,2025-10-06,F03,Fitness,8,43,Access control
V00058568,M01294,2025-10-17,F03,Fitness,16,114,Access control
V00058569,M01294,2025-11-04,F03,Group class,17,36,Access control
V00058570,M01294,2025-11-18,F04,Aquatics,17,65,Access control
V00058571,M01294,2025-11-04,F03,Gymnasium,19,117,Access control
V00058572,M01294,2025-11-25,F03,Open recreation,18,42,Access control
V00058573,M01294,2025-12-03,F03,Gymnasium,6,103,Access control
V00058574,M01295,2025-09-17,F02,Gymnasium,8,48,Access control
V00058575,M01295,2025-09-08,F02,Fitness,19,112,Access control
V00058576,M01295,2025-09-21,F02,Group class,19,78,Access control
V00058577,M01295,2025-09-11,F01,Gymnasium,15,70,Access control
V00058578,M01295,2025-10-15,F02,Gymnasium,18,60,Access control
V00058579,M01295,2025-10-25,F02,Gymnasium,17,63,Access control
V00058580,M01295,2025-10-20,F02,Open recreation,18,51,Access control
V00058581,M01295,2025-10-25,F02,Open recreation,15,43,Front desk entry
V00058582,M01295,2025-11-22,F02,Group class,11,92,Access control
V00058583,M01295,2025-11-13,F02,Gymnasium,12,50,Access control
V00058584,M01295,2025-12-22,F02,Aquatics,19,106,Access control
V00058585,M01295,2025-12-09,F02,Fitness,17,111,Access control
V00058586,M01295,2025-12-21,F04,Aquatics,19,65,Access control
V00058587,M01296,2024-10-10,F04,Group class,20,125,Access control
V00058588,M01296,2024-10-12,F04,Group class,19,130,Access control
V00058589,M01296,2024-10-05,F04,Open recreation,17,100,Access control
V00058590,M01296,2024-10-11,F04,Fitness,17,35,Access control
V00058591,M01296,2024-11-18,F04,Gymnasium,17,74,Access control
V00058592,M01296,2024-12-19,F04,Open recreation,6,125,Access control
V00058593,M01296,2024-12-08,F04,Group class,17,127,Access control
V00058594,M01296,2025-01-24,F04,Open recreation,19,122,Access control
V00058595,M01296,2025-02-14,F04,Group class,16,52,Access control
V00058596,M01296,2025-04-23,F04,Fitness,19,71,Access control
V00058597,M01296,2025-04-21,F04,Gymnasium,6,57,Access control
V00058598,M01296,2025-04-27,F04,Open recreation,9,123,Access control
V00058599,M01296,2025-05-19,F04,Open recreation,16,31,Access control
V00058600,M01296,2025-05-10,F04,Aquatics,8,57,Access control
V00058601,M01296,2025-05-24,F04,Aquatics,7,123,Access control
V00058602,M01296,2025-06-05,F04,Group class,16,94,Access control
V00058603,M01296,2025-06-24,F04,Gymnasium,19,56,Access control
V00058604,M01296,2025-07-24,F04,Fitness,10,83,Access control
V00058605,M01296,2025-08-12,F04,Gymnasium,8,108,Access control
V00058606,M01296,2025-08-03,F04,Open recreation,18,32,Access control
V00058607,M01296,2025-09-02,F04,Open recreation,17,60,Access control
V00058608,M01296,2025-09-23,F04,Fitness,17,50,Front desk entry
V00058609,M01296,2025-09-10,F04,Group class,8,115,Access control
V00058610,M01296,2025-10-12,F04,Aquatics,9,128,Access control
V00058611,M01296,2025-10-09,F04,Aquatics,18,125,Access control
V00058612,M01296,2025-12-15,F04,Aquatics,9,67,Access control
V00058613,M01296,2025-12-13,F04,Aquatics,6,104,Access control
V00058614,M01297,2022-03-11,F03,Fitness,18,51,Front desk entry
V00058615,M01297,2022-03-25,F01,Group class,18,90,Access control
V00058616,M01297,2022-03-14,F04,Open recreation,16,112,Access control
V00058617,M01297,2022-03-24,F01,Fitness,12,97,Access control
V00058618,M01297,2022-03-03,F04,Fitness,17,117,Access control
V00058619,M01297,2022-03-22,F04,Aquatics,7,102,Access control
V00058620,M01297,2022-03-25,F03,Aquatics,19,108,Access control
V00058621,M01297,2022-04-20,F04,Fitness,11,117,Access control
V00058622,M01297,2022-04-02,F04,Fitness,19,107,Access control
V00058623,M01297,2022-04-03,F04,Aquatics,17,54,Access control
V00058624,M01297,2022-04-08,F04,Open recreation,17,36,Access control
V00058625,M01297,2022-05-23,F04,Open recreation,7,102,Access control
V00058626,M01297,2022-05-21,F04,Fitness,19,62,Access control
V00058627,M01297,2022-07-08,F04,Group class,18,122,Access control
V00058628,M01297,2022-08-12,F04,Fitness,20,95,Access control
V00058629,M01297,2022-08-22,F04,Fitness,16,61,Access control
V00058630,M01297,2022-09-09,F01,Fitness,20,52,Access control
V00058631,M01297,2022-10-07,F04,Aquatics,18,64,Access control
V00058632,M01297,2022-11-27,F04,Aquatics,6,103,Access control
V00058633,M01297,2022-12-15,F04,Fitness,17,73,Access control
V00058634,M01297,2022-12-22,F03,Gymnasium,17,101,Access control
V00058635,M01298,2025-01-09,F02,Fitness,19,83,Access control
V00058636,M01298,2025-02-14,F02,Group class,19,80,Access control
V00058637,M01298,2025-03-21,F02,Fitness,19,115,Access control
V00058638,M01298,2025-04-17,F03,Gymnasium,12,114,Access control
V00058639,M01298,2025-04-09,F02,Open recreation,17,82,Access control
V00058640,M01298,2025-05-21,F02,Gymnasium,17,122,Access control
V00058641,M01298,2025-05-07,F02,Open recreation,7,61,Access control
V00058642,M01298,2025-05-27,F02,Fitness,17,87,Access control
V00058643,M01298,2025-06-21,F02,Aquatics,18,99,Access control
V00058644,M01298,2025-06-14,F02,Group class,20,113,Access control
V00058645,M01298,2025-06-05,F02,Fitness,19,78,Access control
V00058646,M01298,2025-07-10,F02,Fitness,17,57,Access control
V00058647,M01298,2025-08-14,F02,Gymnasium,11,49,Access control
V00058648,M01298,2025-09-04,F02,Gymnasium,18,104,Front desk entry
V00058649,M01299,2022-04-02,F02,Open recreation,12,42,Access control
V00058650,M01299,2022-04-09,F02,Aquatics,19,106,Access control
V00058651,M01299,2022-04-01,F02,Group class,7,115,Access control
V00058652,M01299,2022-05-02,F02,Aquatics,18,119,Access control
V00058653,M01299,2022-05-06,F02,Aquatics,19,60,Access control
V00058654,M01299,2022-05-25,F02,Fitness,8,73,Access control
V00058655,M01299,2022-05-15,F02,Fitness,8,63,Access control
V00058656,M01299,2022-05-02,F04,Fitness,20,76,Access control
V00058657,M01299,2022-06-12,F02,Gymnasium,17,118,Access control
V00058658,M01299,2022-07-04,F02,Group class,18,78,Access control
V00058659,M01299,2022-07-08,F02,Group class,18,66,Access control
