member_id,join_year,home_facility_id,age_group,membership_type,acquisition_channel,visits_first_90_days,visits_first_membership_year,program_registrations_first_year,active_years_observed,contribution_margin_observed,retained_after_first_period
M01064,2025,F03,35-49,Monthly flexible,Paid social,4,8,1,1,196.8,Censored
M01065,2023,F02,65+,Monthly flexible,Organic web,7,21,3,3,590.4,1
M01066,2023,F01,18-34,Family annual,Referral,0,6,0,3,973.05,1
M01067,2024,F03,35-49,Senior annual,Referral,8,13,2,2,280.8,1
M01068,2024,F02,50-64,Monthly flexible,Referral,3,6,3,1,196.8,0
M01069,2022,F03,18-34,Senior annual,Referral,9,9,1,1,140.4,0
M01070,2025,F01,18-34,Monthly flexible,Referral,3,15,1,1,186.55,Censored
M01071,2023,F03,35-49,Adult annual,Community event,15,15,0,3,679.8,1
M01072,2023,F04,18-34,Senior annual,Paid social,8,8,1,3,421.2,1
M01073,2025,F04,18-34,Senior annual,Email,6,10,2,1,113.4,Censored
M01074,2023,F01,65+,Family annual,Organic web,19,55,2,3,943.8,1
M01075,2023,F04,Under 18,Adult annual,Paid social,8,12,1,2,475.2,1
M01076,2025,F04,50-64,Adult annual,Community event,8,24,3,1,237.6,Censored
M01077,2025,F02,50-64,Monthly flexible,Organic web,2,10,2,1,196.8,Censored
M01078,2022,F04,65+,Adult annual,Organic web,13,30,2,4,917.4,1
M01079,2025,F02,50-64,Senior annual,Referral,5,6,0,1,140.4,Censored
M01080,2024,F01,65+,Senior annual,Referral,7,7,2,2,271.8,1
M01081,2022,F01,35-49,Adult annual,Referral,8,11,1,2,464.2,1
M01082,2024,F01,18-34,Adult annual,Referral,5,5,1,2,453.2,1
M01083,2022,F03,65+,Senior annual,Community event,6,12,0,1,122.4,0
M01084,2023,F03,18-34,Family annual,Organic web,5,14,5,3,924.3,1
M01085,2023,F02,50-64,Monthly flexible,Walk-in,4,4,1,3,569.9,1
M01086,2025,F04,65+,Adult annual,Referral,9,20,2,1,237.6,Censored
M01087,2022,F01,35-49,Senior annual,Organic web,13,13,1,1,140.4,0
M01088,2022,F01,35-49,Youth annual,Email,9,18,3,4,356.5,1
M01089,2023,F01,50-64,Adult annual,Organic web,7,7,2,1,237.6,0
M01090,2022,F01,50-64,Family annual,Organic web,12,18,1,4,1251.9,1
M01091,2024,F03,50-64,Monthly flexible,Organic web,2,4,0,2,362.85,1
M01092,2023,F04,35-49,Adult annual,Organic web,8,27,4,3,712.8,1
M01093,2023,F01,65+,Senior annual,Community event,3,3,3,1,140.4,0
M01094,2025,F03,65+,Adult annual,Walk-in,7,17,0,1,215.6,Censored
M01095,2024,F01,65+,Adult annual,Referral,6,15,1,2,475.2,1
M01096,2022,F02,65+,Adult annual,Organic web,16,21,4,2,475.2,1
M01097,2025,F01,35-49,Adult annual,Organic web,7,31,0,1,237.6,Censored
M01098,2023,F01,50-64,Adult annual,Paid social,10,32,2,3,712.8,1
M01099,2024,F01,18-34,Family annual,Walk-in,11,11,1,2,625.95,1
M01100,2023,F01,18-34,Adult annual,Paid social,19,47,2,3,712.8,1
M01101,2023,F03,50-64,Monthly flexible,Community event,8,23,3,2,352.6,1
M01102,2022,F03,Under 18,Senior annual,Email,3,16,4,2,262.8,1
M01103,2022,F02,35-49,Monthly flexible,Walk-in,9,11,1,4,735.95,1
M01104,2024,F02,35-49,Youth annual,Paid social,1,12,2,1,85.25,0
M01105,2022,F02,18-34,Adult annual,Walk-in,12,12,2,1,237.6,0
M01106,2024,F01,Under 18,Monthly flexible,Referral,3,4,1,2,373.1,1
M01107,2024,F04,Under 18,Adult annual,Community event,4,4,2,2,442.2,1
M01108,2025,F01,18-34,Senior annual,Paid social,3,4,1,1,140.4,Censored
M01109,2024,F04,65+,Family annual,Organic web,13,28,1,2,625.95,1
M01110,2024,F04,50-64,Monthly flexible,Referral,4,15,3,2,362.85,1
M01111,2023,F01,50-64,Youth annual,Referral,13,16,4,2,186,1
M01112,2022,F02,50-64,Senior annual,Community event,5,12,2,2,280.8,1
M01113,2024,F04,35-49,Adult annual,Walk-in,5,14,0,2,464.2,1
M01114,2024,F04,18-34,Adult annual,Walk-in,6,6,0,1,226.6,0
M01115,2025,F02,50-64,Family annual,Organic web,5,12,2,1,327.6,Censored
M01116,2024,F04,18-34,Family annual,Referral,4,4,0,1,327.6,0
M01117,2024,F04,18-34,Youth annual,Referral,7,7,5,2,186,1
M01118,2022,F03,65+,Family annual,Email,5,5,3,1,327.6,0
M01119,2025,F01,35-49,Monthly flexible,Referral,8,13,6,1,196.8,Censored
M01120,2024,F01,35-49,Family annual,Community event,10,10,4,2,655.2,1
M01121,2025,F04,18-34,Monthly flexible,Referral,4,13,1,1,166.05,Censored
M01122,2025,F02,18-34,Monthly flexible,Referral,6,6,2,1,176.3,Censored
M01123,2022,F01,50-64,Adult annual,Email,5,5,1,1,204.6,0
M01124,2024,F04,65+,Adult annual,Community event,9,20,2,1,237.6,0
M01125,2025,F02,35-49,Adult annual,Community event,2,11,5,1,237.6,Censored
M01126,2022,F02,65+,Senior annual,Referral,9,9,2,1,122.4,0
M01127,2025,F03,65+,Family annual,Walk-in,9,29,3,1,327.6,Censored
M01128,2025,F01,18-34,Senior annual,Referral,6,20,3,1,131.4,Censored
M01129,2022,F01,35-49,Adult annual,Referral,7,14,5,2,475.2,1
M01130,2024,F02,35-49,Adult annual,Community event,17,48,3,2,475.2,1
M01131,2023,F01,Under 18,Monthly flexible,Email,9,19,1,3,590.4,1
M01132,2023,F04,50-64,Adult annual,Walk-in,9,9,2,1,237.6,0
M01133,2024,F02,18-34,Monthly flexible,Email,7,15,2,2,373.1,1
M01134,2024,F01,35-49,Adult annual,Paid social,11,22,1,2,464.2,1
M01135,2024,F01,18-34,Adult annual,Paid social,10,25,6,1,215.6,0
M01136,2023,F02,Under 18,Senior annual,Email,5,6,0,1,131.4,0
M01137,2025,F02,35-49,Family annual,Community event,6,17,1,1,327.6,Censored
M01138,2024,F03,50-64,Family annual,Walk-in,8,8,2,2,635.7,1
M01139,2023,F03,35-49,Monthly flexible,Referral,0,5,1,2,362.85,1
M01140,2022,F01,Under 18,Adult annual,Organic web,12,17,2,4,928.4,1
M01141,2023,F01,35-49,Family annual,Referral,18,23,3,3,963.3,1
M01142,2023,F03,35-49,Adult annual,Walk-in,4,18,2,3,701.8,1
M01143,2022,F03,18-34,Youth annual,Community event,7,10,3,2,178.25,1
M01144,2024,F04,50-64,Senior annual,Paid social,3,7,3,2,271.8,1
M01145,2022,F03,50-64,Adult annual,Referral,8,25,0,4,950.4,1
M01146,2022,F04,50-64,Senior annual,Walk-in,12,35,1,4,498.6,1
M01147,2022,F01,50-64,Senior annual,Paid social,10,34,2,4,534.6,1
M01148,2025,F02,18-34,Family annual,Paid social,20,60,2,1,308.1,Censored
M01149,2023,F01,35-49,Adult annual,Organic web,16,24,6,3,679.8,1
M01150,2025,F03,18-34,Adult annual,Referral,6,8,1,1,215.6,Censored
M01151,2022,F01,35-49,Monthly flexible,Paid social,6,8,0,1,176.3,0
M01152,2023,F01,65+,Family annual,Organic web,11,30,2,2,655.2,1
M01153,2025,F04,18-34,Adult annual,Organic web,3,9,0,1,215.6,Censored
M01154,2024,F04,18-34,Adult annual,Walk-in,13,33,3,2,475.2,1
M01155,2024,F01,35-49,Youth annual,Walk-in,3,5,0,2,178.25,1
M01156,2024,F01,18-34,Monthly flexible,Walk-in,9,9,1,1,196.8,0
M01157,2024,F04,18-34,Adult annual,Community event,9,9,5,2,453.2,1
M01158,2025,F02,35-49,Adult annual,Community event,6,22,4,1,226.6,Censored
M01159,2022,F01,18-34,Adult annual,Organic web,10,36,1,4,906.4,1
M01160,2024,F03,35-49,Senior annual,Organic web,7,7,1,2,280.8,1
M01161,2024,F03,35-49,Family annual,Paid social,13,24,1,2,635.7,1
M01162,2025,F02,65+,Adult annual,Organic web,7,17,2,1,237.6,Censored
M01163,2023,F01,35-49,Monthly flexible,Email,5,6,3,1,196.8,0
M01164,2023,F01,50-64,Senior annual,Walk-in,10,28,2,1,140.4,0
M01165,2023,F01,35-49,Senior annual,Walk-in,9,12,4,3,403.2,1
M01166,2025,F02,50-64,Adult annual,Organic web,7,7,3,1,237.6,Censored
M01167,2023,F01,18-34,Family annual,Organic web,8,17,3,3,963.3,1
M01168,2022,F02,50-64,Family annual,Referral,16,16,3,2,655.2,1
M01169,2023,F04,18-34,Adult annual,Community event,6,29,2,3,712.8,1
M01170,2025,F01,Under 18,Adult annual,Organic web,5,5,2,1,215.6,Censored
M01171,2023,F04,50-64,Adult annual,Referral,8,21,1,2,475.2,1
M01172,2025,F02,18-34,Monthly flexible,Email,4,4,1,1,196.8,Censored
M01173,2025,F01,65+,Family annual,Walk-in,10,25,2,1,308.1,Censored
M01174,2024,F01,18-34,Adult annual,Community event,12,12,2,2,442.2,1
M01175,2025,F01,35-49,Adult annual,Organic web,9,24,2,1,215.6,Censored
M01176,2025,F01,35-49,Adult annual,Walk-in,8,15,3,1,237.6,Censored
M01177,2022,F02,35-49,Monthly flexible,Referral,7,7,3,3,549.4,1
M01178,2024,F04,50-64,Adult annual,Referral,3,9,0,2,442.2,1
M01179,2022,F02,35-49,Adult annual,Organic web,9,19,4,2,464.2,1
M01180,2024,F03,35-49,Monthly flexible,Email,8,17,3,2,393.6,1
M01181,2023,F03,35-49,Adult annual,Community event,9,24,4,3,690.8,1
M01182,2022,F04,35-49,Family annual,Walk-in,18,54,4,2,655.2,1
M01183,2025,F04,35-49,Family annual,Email,7,24,2,1,327.6,Censored
M01184,2023,F04,18-34,Adult annual,Paid social,10,10,1,1,237.6,0
M01185,2025,F04,50-64,Senior annual,Walk-in,7,7,1,1,140.4,Censored
M01186,2022,F03,35-49,Family annual,Referral,5,11,1,4,1261.65,1
M01187,2023,F02,35-49,Family annual,Email,6,25,0,3,982.8,1
M01188,2023,F01,35-49,Family annual,Walk-in,9,9,4,3,973.05,1
M01189,2022,F04,18-34,Adult annual,Walk-in,4,4,2,4,917.4,1
M01190,2024,F02,18-34,Senior annual,Community event,14,14,1,2,262.8,1
M01191,2023,F02,35-49,Monthly flexible,Referral,5,8,0,3,539.15,1
M01192,2025,F02,Under 18,Senior annual,Walk-in,4,19,2,1,140.4,Censored
M01193,2023,F02,35-49,Monthly flexible,Organic web,3,6,0,1,196.8,0
M01194,2024,F01,Under 18,Monthly flexible,Referral,4,18,1,2,393.6,1
M01195,2024,F02,65+,Monthly flexible,Walk-in,4,13,0,2,362.85,1
M01196,2024,F02,18-34,Family annual,Community event,3,19,1,2,625.95,1
M01197,2023,F01,50-64,Adult annual,Paid social,21,21,5,1,237.6,0
M01198,2025,F02,35-49,Monthly flexible,Organic web,4,16,2,1,196.8,Censored
M01199,2024,F03,50-64,Family annual,Organic web,12,12,2,2,655.2,1
M01200,2023,F01,Under 18,Family annual,Paid social,18,34,1,3,982.8,1
M01201,2023,F04,65+,Family annual,Organic web,4,11,2,3,943.8,1
M01202,2023,F01,18-34,Adult annual,Email,12,12,1,2,475.2,1
M01203,2023,F02,50-64,Adult annual,Organic web,5,11,1,3,679.8,1
M01204,2025,F03,Under 18,Adult annual,Referral,9,9,2,1,237.6,Censored
M01205,2023,F02,65+,Senior annual,Referral,3,6,5,2,262.8,1
M01206,2024,F02,50-64,Senior annual,Organic web,10,13,0,1,140.4,0
M01207,2022,F03,Under 18,Adult annual,Community event,8,8,3,3,679.8,1
M01208,2024,F01,18-34,Monthly flexible,Organic web,3,10,3,2,393.6,1
M01209,2023,F04,35-49,Youth annual,Referral,14,32,1,1,93,0
M01210,2022,F01,18-34,Family annual,Email,3,3,3,1,327.6,0
M01211,2022,F04,35-49,Senior annual,Community event,4,4,1,1,140.4,0
M01212,2023,F04,18-34,Monthly flexible,Paid social,2,7,2,2,373.1,1
M01213,2025,F02,35-49,Monthly flexible,Walk-in,2,2,1,1,196.8,Censored
M01214,2024,F03,Under 18,Youth annual,Paid social,4,6,2,2,186,1
M01215,2023,F01,18-34,Adult annual,Referral,15,38,5,3,635.8,1
M01216,2024,F01,18-34,Adult annual,Email,9,9,1,1,237.6,0
M01217,2023,F01,Under 18,Family annual,Referral,2,8,1,3,982.8,1
M01218,2024,F01,35-49,Adult annual,Email,11,24,0,1,237.6,0
M01219,2024,F03,50-64,Adult annual,Walk-in,13,32,1,2,464.2,1
M01220,2025,F01,65+,Family annual,Organic web,6,14,2,1,327.6,Censored
M01221,2023,F01,65+,Family annual,Paid social,17,53,1,3,973.05,1
M01222,2022,F04,50-64,Adult annual,Referral,5,11,3,3,679.8,1
M01223,2023,F02,18-34,Monthly flexible,Referral,2,4,1,3,559.65,1
M01224,2024,F01,18-34,Monthly flexible,Referral,3,3,1,2,393.6,1
M01225,2023,F04,35-49,Senior annual,Referral,4,5,2,2,253.8,1
M01226,2025,F02,Under 18,Adult annual,Email,4,9,1,1,237.6,Censored
M01227,2022,F01,65+,Family annual,Walk-in,9,24,0,2,635.7,1
M01228,2023,F03,65+,Family annual,Email,0,0,1,1,327.6,0
M01229,2025,F01,35-49,Family annual,Referral,6,18,4,1,327.6,Censored
M01230,2022,F04,35-49,Family annual,Paid social,7,7,0,3,973.05,1
M01231,2024,F04,35-49,Adult annual,Walk-in,11,24,2,2,475.2,1
M01232,2023,F02,18-34,Senior annual,Referral,5,13,2,3,412.2,1
M01233,2023,F01,50-64,Adult annual,Email,5,9,2,3,679.8,1
M01234,2025,F02,35-49,Family annual,Community event,15,59,1,1,327.6,Censored
M01235,2023,F02,65+,Senior annual,Paid social,16,16,1,3,412.2,1
M01236,2024,F04,18-34,Family annual,Referral,12,35,5,2,645.45,1
M01237,2024,F03,65+,Senior annual,Organic web,8,11,2,2,262.8,1
M01238,2025,F03,50-64,Youth annual,Paid social,6,16,1,1,93,Censored
M01239,2024,F01,35-49,Family annual,Organic web,6,17,0,2,655.2,1
M01240,2023,F03,65+,Monthly flexible,Paid social,4,10,1,1,196.8,0
M01241,2022,F01,18-34,Senior annual,Community event,2,12,3,4,552.6,1
M01242,2024,F01,Under 18,Monthly flexible,Walk-in,6,9,3,2,393.6,1
M01243,2025,F03,50-64,Adult annual,Referral,3,20,1,1,237.6,Censored
M01244,2022,F02,Under 18,Adult annual,Referral,9,21,0,2,475.2,1
M01245,2023,F02,35-49,Monthly flexible,Walk-in,6,8,3,3,580.15,1
M01246,2025,F02,35-49,Family annual,Paid social,6,6,2,1,327.6,Censored
M01247,2024,F01,Under 18,Adult annual,Walk-in,7,14,1,1,215.6,0
M01248,2022,F03,Under 18,Family annual,Organic web,13,35,1,4,1281.15,1
M01249,2024,F01,Under 18,Youth annual,Paid social,10,10,1,2,170.5,1
M01250,2025,F02,18-34,Family annual,Community event,7,22,3,1,327.6,Censored
M01251,2023,F04,35-49,Adult annual,Email,11,36,3,2,475.2,1
M01252,2024,F02,50-64,Monthly flexible,Organic web,12,18,3,2,383.35,1
M01253,2024,F02,18-34,Monthly flexible,Walk-in,0,8,2,2,393.6,1
M01254,2023,F03,Under 18,Family annual,Community event,12,34,1,1,308.1,0
M01255,2025,F04,50-64,Adult annual,Organic web,7,30,3,1,237.6,Censored
M01256,2023,F01,18-34,Adult annual,Referral,2,8,0,1,237.6,0
M01257,2023,F03,50-64,Family annual,Referral,6,10,3,3,982.8,1
M01258,2025,F03,18-34,Adult annual,Walk-in,6,6,1,1,237.6,Censored
M01259,2023,F04,50-64,Adult annual,Paid social,10,34,1,1,226.6,0
M01260,2022,F04,65+,Family annual,Email,8,8,1,1,317.85,0
M01261,2023,F02,65+,Family annual,Organic web,11,23,2,1,298.35,0
M01262,2023,F02,18-34,Monthly flexible,Referral,7,7,0,1,196.8,0
M01263,2022,F03,50-64,Adult annual,Organic web,10,15,3,4,906.4,1
M01264,2022,F01,18-34,Youth annual,Referral,13,13,0,4,356.5,1
M01265,2023,F01,50-64,Family annual,Paid social,19,24,5,3,963.3,1
M01266,2025,F01,35-49,Adult annual,Walk-in,6,19,1,1,237.6,Censored
M01267,2022,F01,35-49,Family annual,Organic web,6,15,1,3,973.05,1
M01268,2024,F01,50-64,Senior annual,Referral,5,11,2,2,280.8,1
M01269,2023,F03,18-34,Adult annual,Referral,3,9,4,3,712.8,1
M01270,2024,F04,18-34,Monthly flexible,Organic web,2,7,3,1,196.8,0
M01271,2022,F01,65+,Adult annual,Community event,2,2,2,2,431.2,1
M01272,2024,F02,65+,Senior annual,Walk-in,6,23,3,1,140.4,0
M01273,2024,F03,18-34,Adult annual,Organic web,3,7,0,2,464.2,1
M01274,2022,F01,Under 18,Family annual,Organic web,9,37,3,1,317.85,0
M01275,2024,F02,50-64,Family annual,Organic web,21,32,3,2,655.2,1
M01276,2025,F04,35-49,Youth annual,Organic web,3,9,1,1,93,Censored
M01277,2024,F01,18-34,Adult annual,Paid social,11,13,0,2,442.2,1
M01278,2024,F03,35-49,Adult annual,Organic web,9,16,1,2,453.2,1
M01279,2023,F01,35-49,Youth annual,Organic web,6,23,3,3,263.5,1
M01280,2023,F03,18-34,Adult annual,Referral,4,4,0,1,237.6,0
M01281,2025,F02,18-34,Family annual,Referral,24,62,4,1,327.6,Censored
M01282,2025,F02,65+,Adult annual,Walk-in,13,44,2,1,237.6,Censored
M01283,2024,F02,65+,Adult annual,Walk-in,13,13,2,2,475.2,1
M01284,2023,F01,50-64,Youth annual,Paid social,6,6,3,3,279,1
M01285,2022,F04,18-34,Adult annual,Organic web,4,16,1,2,475.2,1
M01286,2024,F02,18-34,Adult annual,Community event,13,47,1,2,475.2,1
M01287,2023,F04,Under 18,Senior annual,Paid social,7,17,2,1,113.4,0
M01288,2023,F02,18-34,Adult annual,Walk-in,15,33,1,2,475.2,1
M01289,2024,F01,35-49,Adult annual,Email,3,3,0,2,442.2,1
M01290,2023,F02,18-34,Family annual,Paid social,12,15,0,3,953.55,1
M01291,2022,F02,18-34,Monthly flexible,Referral,4,7,2,4,776.95,1
M01292,2023,F03,50-64,Family annual,Community event,11,24,3,3,953.55,1
M01293,2022,F04,18-34,Senior annual,Walk-in,7,21,1,4,561.6,1
M01294,2023,F03,50-64,Adult annual,Walk-in,12,23,0,3,668.8,1
M01295,2025,F02,50-64,Adult annual,Email,10,13,2,1,226.6,Censored
M01296,2024,F04,18-34,Senior annual,Referral,7,7,2,2,280.8,1
M01297,2022,F04,18-34,Family annual,Community event,13,21,2,1,308.1,0
M01298,2025,F02,65+,Monthly flexible,Community event,5,14,3,1,176.3,Censored
M01299,2022,F02,35-49,Adult annual,Organic web,9,28,3,4,895.4,1
M01300,2024,F04,35-49,Adult annual,Referral,6,15,1,1,237.6,0
M01301,2025,F01,18-34,Monthly flexible,Email,6,11,5,1,186.55,Censored
M01302,2024,F01,35-49,Family annual,Community event,16,19,1,2,655.2,1
M01303,2022,F01,18-34,Senior annual,Community event,7,23,1,1,140.4,0
M01304,2024,F03,18-34,Family annual,Paid social,3,10,2,1,308.1,0
M01305,2023,F03,35-49,Youth annual,Referral,5,10,2,3,271.25,1
M01306,2024,F02,65+,Adult annual,Organic web,15,45,3,2,475.2,1
M01307,2022,F02,35-49,Monthly flexible,Organic web,3,8,1,1,196.8,0
M01308,2024,F01,35-49,Family annual,Referral,9,23,0,2,645.45,1
M01309,2023,F04,65+,Youth annual,Referral,13,40,2,3,248,1
M01310,2022,F04,65+,Monthly flexible,Walk-in,2,7,1,4,787.2,1
M01311,2022,F01,18-34,Adult annual,Referral,7,22,1,2,453.2,1
M01312,2025,F04,50-64,Adult annual,Paid social,2,5,2,1,215.6,Censored
M01313,2023,F02,65+,Monthly flexible,Organic web,4,5,4,3,559.65,1
M01314,2022,F01,35-49,Adult annual,Referral,14,25,1,4,895.4,1
M01315,2022,F01,50-64,Adult annual,Community event,6,6,5,3,657.8,1
M01316,2023,F01,50-64,Adult annual,Organic web,8,26,1,3,712.8,1
M01317,2024,F01,35-49,Adult annual,Organic web,9,21,2,2,475.2,1
M01318,2023,F04,50-64,Senior annual,Referral,7,10,2,3,394.2,1
M01319,2022,F04,35-49,Family annual,Referral,4,4,0,2,606.45,1
M01320,2024,F01,35-49,Adult annual,Community event,12,12,4,2,475.2,1
M01321,2023,F03,18-34,Family annual,Walk-in,9,9,1,1,298.35,0
M01322,2025,F01,18-34,Adult annual,Organic web,14,29,1,1,226.6,Censored
M01323,2022,F01,18-34,Adult annual,Community event,17,22,1,4,895.4,1
M01324,2024,F02,18-34,Family annual,Organic web,7,7,3,1,308.1,0
M01325,2022,F03,50-64,Monthly flexible,Organic web,1,3,0,1,196.8,0
M01326,2022,F01,65+,Family annual,Organic web,8,26,2,2,635.7,1
M01327,2022,F01,18-34,Adult annual,Organic web,3,3,1,1,226.6,0
M01328,2025,F04,35-49,Family annual,Organic web,9,15,1,1,298.35,Censored
M01329,2023,F01,35-49,Family annual,Referral,25,55,4,3,973.05,1
M01330,2024,F04,50-64,Youth annual,Walk-in,14,16,1,1,77.5,0
M01331,2023,F04,50-64,Adult annual,Walk-in,8,33,4,3,690.8,1
M01332,2023,F04,18-34,Adult annual,Paid social,2,7,3,3,679.8,1
M01333,2022,F02,50-64,Youth annual,Organic web,20,41,6,1,85.25,0
M01334,2024,F01,50-64,Monthly flexible,Walk-in,7,9,2,2,373.1,1
M01335,2025,F01,35-49,Adult annual,Email,3,9,1,1,237.6,Censored
M01336,2023,F04,18-34,Adult annual,Organic web,7,22,3,2,453.2,1
M01337,2022,F01,50-64,Monthly flexible,Walk-in,5,8,1,4,787.2,1
M01338,2022,F01,18-34,Youth annual,Walk-in,10,35,1,1,77.5,0
M01339,2022,F02,65+,Youth annual,Organic web,12,13,0,4,372,1
M01340,2024,F01,50-64,Adult annual,Organic web,9,26,1,1,226.6,0
M01341,2022,F01,50-64,Family annual,Email,8,17,0,4,1281.15,1
M01342,2025,F02,18-34,Youth annual,Referral,14,14,3,1,93,Censored
M01343,2025,F04,50-64,Adult annual,Walk-in,3,6,2,1,237.6,Censored
M01344,2024,F04,Under 18,Adult annual,Referral,10,11,2,2,475.2,1
M01345,2022,F01,18-34,Family annual,Referral,15,43,1,4,1290.9,1
M01346,2024,F01,18-34,Family annual,Organic web,7,30,2,2,635.7,1
M01347,2024,F02,65+,Monthly flexible,Paid social,2,7,2,1,196.8,0
M01348,2023,F01,50-64,Adult annual,Walk-in,6,23,3,3,712.8,1
M01349,2023,F02,50-64,Adult annual,Organic web,3,16,3,3,712.8,1
M01350,2023,F04,18-34,Adult annual,Referral,8,8,0,2,475.2,1
M01351,2023,F03,50-64,Family annual,Referral,10,26,3,3,982.8,1
M01352,2022,F02,18-34,Adult annual,Walk-in,10,24,5,4,950.4,1
M01353,2025,F01,18-34,Adult annual,Community event,7,7,4,1,215.6,Censored
M01354,2023,F03,35-49,Monthly flexible,Paid social,3,3,0,3,590.4,1
M01355,2024,F02,18-34,Monthly flexible,Paid social,5,18,4,2,393.6,1
M01356,2023,F01,50-64,Adult annual,Organic web,16,36,3,3,712.8,1
M01357,2022,F02,50-64,Monthly flexible,Community event,3,3,1,1,176.3,0
M01358,2025,F02,18-34,Monthly flexible,Referral,5,10,1,1,196.8,Censored
M01359,2022,F01,35-49,Monthly flexible,Walk-in,2,2,1,1,176.3,0
M01360,2024,F03,50-64,Adult annual,Walk-in,13,23,3,2,475.2,1
M01361,2023,F04,65+,Monthly flexible,Referral,7,17,3,3,590.4,1
M01362,2025,F01,35-49,Adult annual,Paid social,4,4,1,1,237.6,Censored
M01363,2022,F01,18-34,Adult annual,Walk-in,3,13,2,4,928.4,1
M01364,2023,F04,35-49,Adult annual,Email,14,28,1,3,657.8,1
M01365,2024,F02,18-34,Family annual,Organic web,13,43,2,2,655.2,1
M01366,2023,F01,35-49,Family annual,Email,3,3,0,3,973.05,1
M01367,2023,F01,Under 18,Adult annual,Referral,3,12,2,3,679.8,1
M01368,2023,F04,50-64,Monthly flexible,Organic web,4,15,4,3,569.9,1
M01369,2022,F02,18-34,Youth annual,Email,6,9,1,1,93,0
M01370,2022,F01,65+,Family annual,Walk-in,4,4,4,1,327.6,0
M01371,2024,F02,18-34,Adult annual,Community event,10,10,4,2,453.2,1
M01372,2024,F03,35-49,Adult annual,Community event,6,24,5,1,215.6,0
M01373,2022,F02,18-34,Family annual,Referral,9,25,1,4,1300.65,1
M01374,2024,F04,50-64,Youth annual,Paid social,8,26,3,2,178.25,1
M01375,2023,F04,35-49,Adult annual,Paid social,5,21,1,3,701.8,1
M01376,2022,F03,50-64,Family annual,Organic web,4,5,0,1,327.6,0
M01377,2022,F02,50-64,Senior annual,Organic web,5,19,2,4,552.6,1
M01378,2024,F03,50-64,Monthly flexible,Paid social,2,2,1,1,196.8,0
M01379,2024,F02,35-49,Family annual,Referral,5,5,1,2,645.45,1
M01380,2024,F03,35-49,Adult annual,Walk-in,3,19,3,2,442.2,1
M01381,2024,F02,50-64,Family annual,Walk-in,6,12,0,2,655.2,1
M01382,2025,F01,18-34,Monthly flexible,Walk-in,7,19,0,1,196.8,Censored
M01383,2023,F03,65+,Family annual,Organic web,5,5,2,3,963.3,1
M01384,2024,F04,50-64,Adult annual,Referral,9,25,7,2,475.2,1
M01385,2022,F03,65+,Family annual,Community event,4,4,2,4,1242.15,1
M01386,2022,F03,65+,Adult annual,Referral,2,8,0,4,917.4,1
M01387,2022,F01,35-49,Adult annual,Walk-in,9,30,6,1,237.6,0
M01388,2025,F04,50-64,Family annual,Paid social,13,32,0,1,327.6,Censored
M01389,2022,F01,Under 18,Adult annual,Walk-in,8,19,2,2,464.2,1
M01390,2024,F04,35-49,Senior annual,Walk-in,3,8,0,1,140.4,0
M01391,2024,F02,18-34,Family annual,Referral,8,22,3,2,635.7,1
M01392,2024,F03,18-34,Family annual,Paid social,12,24,2,2,625.95,1
M01393,2024,F02,Under 18,Senior annual,Organic web,5,5,2,2,226.8,1
M01394,2024,F01,50-64,Adult annual,Organic web,9,42,1,2,475.2,1
M01395,2024,F02,50-64,Adult annual,Referral,6,7,2,2,464.2,1
M01396,2025,F04,50-64,Family annual,Community event,17,36,1,1,327.6,Censored
M01397,2025,F02,35-49,Monthly flexible,Paid social,7,10,1,1,196.8,Censored
M01398,2022,F04,50-64,Adult annual,Community event,5,5,1,1,215.6,0
M01399,2022,F01,65+,Monthly flexible,Organic web,10,10,2,3,559.65,1
M01400,2023,F04,65+,Senior annual,Paid social,7,22,2,3,367.2,1
