transaction_id,member_id,transaction_date,facility_id,revenue_type,gross_revenue,direct_cost,contribution_margin
T0004132,M00388,2024-06-03,F04,Program,120,55.2,64.8
T0004133,M01273,2024-06-02,F04,Program,120,55.2,64.8
T0004134,M00100,2024-06-04,F04,Program,110,50.6,59.4
T0004135,M00426,2024-06-02,F04,Program,110,50.6,59.4
T0004136,M00704,2024-08-02,F04,Program,60,27.6,32.4
T0004137,M00024,2024-08-12,F04,Program,45,20.7,24.3
T0004138,M00375,2024-08-17,F04,Program,60,27.6,32.4
T0004139,M01149,2024-08-18,F04,Program,45,20.7,24.3
T0004140,M01050,2024-08-09,F04,Program,60,27.6,32.4
T0004141,M00992,2024-08-01,F04,Program,60,27.6,32.4
T0004142,M00614,2024-08-04,F04,Program,60,27.6,32.4
T0004143,M01394,2024-08-10,F04,Program,50,23,27
T0004144,M00366,2024-08-23,F04,Program,50,23,27
T0004145,M00110,2024-08-02,F04,Program,60,27.6,32.4
T0004146,M00018,2024-08-12,F04,Program,60,27.6,32.4
T0004147,M00757,2024-08-08,F04,Program,60,27.6,32.4
T0004148,M00861,2024-03-03,F04,Program,45,20.7,24.3
T0004149,M00325,2024-03-02,F04,Program,45,20.7,24.3
T0004150,M01061,2024-03-11,F04,Program,45,20.7,24.3
T0004151,M00357,2024-03-17,F04,Program,45,20.7,24.3
T0004152,M01124,2024-03-09,F04,Program,45,20.7,24.3
T0004153,M01158,2024-03-25,F04,Program,45,20.7,24.3
T0004154,M00500,2024-03-08,F04,Program,30,13.8,16.2
T0004155,M00436,2024-03-19,F04,Program,45,20.7,24.3
T0004156,M01126,2024-03-14,F04,Program,45,20.7,24.3
T0004157,M00534,2024-03-01,F04,Program,30,13.8,16.2
T0004158,M01271,2024-03-01,F04,Program,45,20.7,24.3
T0004159,M00189,2024-03-03,F04,Program,45,20.7,24.3
T0004160,M00005,2024-03-04,F04,Program,30,13.8,16.2
T0004161,M00385,2024-03-02,F04,Program,35,16.1,18.9
T0004162,M01177,2024-03-25,F04,Program,35,16.1,18.9
T0004163,M00713,2024-03-21,F04,Program,35,16.1,18.9
T0004164,M00790,2024-03-24,F04,Program,45,20.7,24.3
T0004165,M00935,2024-03-04,F04,Program,45,20.7,24.3
T0004166,M00281,2024-03-11,F04,Program,45,20.7,24.3
T0004167,M00010,2024-03-09,F04,Program,30,13.8,16.2
T0004168,M01372,2024-03-07,F04,Program,45,20.7,24.3
T0004169,M01353,2024-03-05,F04,Program,35,16.1,18.9
T0004170,M00075,2024-03-23,F04,Program,45,20.7,24.3
T0004171,M00954,2024-03-20,F04,Program,35,16.1,18.9
T0004172,M00244,2024-03-22,F04,Program,45,20.7,24.3
T0004173,M00448,2024-03-14,F04,Program,45,20.7,24.3
T0004174,M01226,2024-03-12,F04,Program,45,20.7,24.3
T0004175,M00986,2024-03-05,F04,Program,35,16.1,18.9
T0004176,M00700,2024-03-17,F04,Program,35,16.1,18.9
T0004177,M01175,2024-03-05,F04,Program,45,20.7,24.3
T0004178,M00082,2024-03-04,F04,Program,30,13.8,16.2
T0004179,M00547,2024-03-06,F04,Program,30,13.8,16.2
T0004180,M01134,2024-03-08,F04,Program,45,20.7,24.3
T0004181,M01297,2024-03-05,F04,Program,35,16.1,18.9
T0004182,M00076,2024-03-02,F04,Program,45,20.7,24.3
T0004183,M00482,2024-03-01,F04,Program,45,20.7,24.3
T0004184,M00378,2024-03-21,F04,Program,30,13.8,16.2
T0004185,M00072,2024-08-15,F04,Program,65,29.9,35.1
T0004186,M01248,2024-08-16,F04,Program,75,34.5,40.5
T0004187,M00959,2024-08-12,F04,Program,75,34.5,40.5
T0004188,M00661,2024-08-13,F04,Program,75,34.5,40.5
T0004189,M00668,2024-08-19,F04,Program,65,29.9,35.1
T0004190,M00717,2024-08-06,F04,Program,65,29.9,35.1
T0004191,M00380,2024-08-12,F04,Program,65,29.9,35.1
T0004192,M01196,2024-08-07,F04,Program,60,27.6,32.4
T0004193,M00103,2024-08-22,F04,Program,65,29.9,35.1
T0004194,M00775,2024-08-01,F04,Program,75,34.5,40.5
T0004195,M00571,2024-08-01,F04,Program,75,34.5,40.5
T0004196,M01136,2024-08-04,F04,Program,75,34.5,40.5
T0004197,M00983,2024-08-21,F04,Program,75,34.5,40.5
T0004198,M00468,2024-08-04,F04,Program,75,34.5,40.5
T0004199,M00628,2024-08-14,F04,Program,75,34.5,40.5
T0004200,M01307,2024-08-08,F04,Program,75,34.5,40.5
T0004201,M00849,2024-08-16,F04,Program,75,34.5,40.5
T0004202,M00762,2024-08-06,F04,Program,75,34.5,40.5
T0004203,M00687,2024-08-10,F04,Program,75,34.5,40.5
T0004204,M00002,2024-08-04,F04,Program,75,34.5,40.5
T0004205,M00935,2024-08-13,F04,Program,65,29.9,35.1
T0004206,M00120,2024-08-19,F04,Program,75,34.5,40.5
T0004207,M00847,2024-08-18,F04,Program,75,34.5,40.5
T0004208,M00066,2024-08-14,F04,Program,60,27.6,32.4
T0004209,M00997,2024-08-25,F04,Program,75,34.5,40.5
T0004210,M01192,2024-08-07,F04,Program,60,27.6,32.4
T0004211,M00114,2024-01-11,F04,Program,90,41.4,48.6
T0004212,M00002,2024-01-09,F04,Program,90,41.4,48.6
T0004213,M01006,2024-01-13,F04,Program,75,34.5,40.5
T0004214,M00055,2024-01-22,F04,Program,90,41.4,48.6
T0004215,M00831,2024-01-01,F04,Program,90,41.4,48.6
T0004216,M01396,2024-01-21,F04,Program,90,41.4,48.6
T0004217,M00253,2024-01-09,F04,Program,90,41.4,48.6
T0004218,M00891,2024-01-05,F04,Program,90,41.4,48.6
T0004219,M00217,2024-01-15,F04,Program,75,34.5,40.5
T0004220,M00290,2024-01-13,F04,Program,90,41.4,48.6
T0004221,M00979,2024-01-17,F04,Program,90,41.4,48.6
T0004222,M00229,2024-01-07,F04,Program,80,36.8,43.2
T0004223,M00037,2024-01-12,F04,Program,90,41.4,48.6
T0004224,M00813,2024-01-19,F04,Program,90,41.4,48.6
T0004225,M00153,2024-01-14,F04,Program,90,41.4,48.6
T0004226,M01370,2024-01-17,F04,Program,75,34.5,40.5
T0004227,M00629,2024-01-21,F04,Program,80,36.8,43.2
T0004228,M00557,2024-01-14,F04,Program,90,41.4,48.6
T0004229,M00397,2024-01-22,F04,Program,90,41.4,48.6
T0004230,M00110,2024-01-22,F04,Program,90,41.4,48.6
T0004231,M00642,2024-01-13,F04,Program,90,41.4,48.6
T0004232,M00938,2024-01-16,F04,Program,80,36.8,43.2
T0004233,M00326,2024-01-24,F04,Program,80,36.8,43.2
T0004234,M00147,2024-01-01,F04,Program,75,34.5,40.5
T0004235,M01183,2024-01-14,F04,Program,90,41.4,48.6
T0004236,M00121,2024-01-05,F04,Program,75,34.5,40.5
T0004237,M00234,2024-01-22,F04,Program,80,36.8,43.2
T0004238,M01341,2024-01-19,F04,Program,75,34.5,40.5
T0004239,M01391,2024-01-13,F04,Program,90,41.4,48.6
T0004240,M01387,2024-01-24,F04,Program,90,41.4,48.6
T0004241,M01279,2024-01-24,F04,Program,90,41.4,48.6
T0004242,M01017,2024-01-15,F04,Program,90,41.4,48.6
T0004243,M01198,2024-01-21,F04,Program,80,36.8,43.2
T0004244,M01399,2024-01-12,F04,Program,75,34.5,40.5
T0004245,M00310,2024-01-15,F04,Program,75,34.5,40.5
T0004246,M00636,2024-01-14,F04,Program,90,41.4,48.6
T0004247,M01167,2024-01-10,F04,Program,90,41.4,48.6
T0004248,M00306,2024-01-17,F04,Program,65,29.9,35.1
T0004249,M00653,2024-01-15,F04,Program,75,34.5,40.5
T0004250,M00199,2024-01-10,F04,Program,75,34.5,40.5
T0004251,M01047,2024-01-04,F04,Program,60,27.6,32.4
T0004252,M00156,2024-01-01,F04,Program,75,34.5,40.5
T0004253,M01119,2024-01-25,F04,Program,75,34.5,40.5
T0004254,M00457,2024-01-08,F04,Program,75,34.5,40.5
T0004255,M00076,2024-01-16,F04,Program,75,34.5,40.5
T0004256,M00994,2024-01-12,F04,Program,75,34.5,40.5
T0004257,M00370,2024-01-04,F04,Program,60,27.6,32.4
T0004258,M00596,2024-01-20,F04,Program,60,27.6,32.4
T0004259,M00498,2024-04-12,F04,Program,45,20.7,24.3
T0004260,M01325,2024-04-14,F04,Program,45,20.7,24.3
T0004261,M00351,2024-04-11,F04,Program,35,16.1,18.9
T0004262,M00386,2024-04-02,F04,Program,45,20.7,24.3
T0004263,M00544,2024-04-11,F04,Program,45,20.7,24.3
T0004264,M01226,2024-04-14,F04,Program,45,20.7,24.3
T0004265,M00390,2024-04-03,F04,Program,45,20.7,24.3
T0004266,M01382,2024-04-03,F04,Program,45,20.7,24.3
T0004267,M01379,2024-04-05,F04,Program,45,20.7,24.3
T0004268,M00405,2024-04-22,F04,Program,45,20.7,24.3
T0004269,M00253,2024-04-21,F04,Program,45,20.7,24.3
T0004270,M00648,2024-04-02,F04,Program,35,16.1,18.9
T0004271,M00663,2024-04-08,F04,Program,30,13.8,16.2
T0004272,M00638,2024-04-19,F04,Program,30,13.8,16.2
T0004273,M01142,2024-04-05,F04,Program,45,20.7,24.3
T0004274,M01122,2024-04-14,F04,Program,45,20.7,24.3
T0004275,M00558,2024-04-22,F04,Program,45,20.7,24.3
T0004276,M00122,2024-04-19,F04,Program,45,20.7,24.3
T0004277,M00193,2025-08-19,F01,Program,45,20.7,24.3
T0004278,M00160,2025-08-06,F01,Program,45,20.7,24.3
T0004279,M01274,2025-08-05,F01,Program,45,20.7,24.3
T0004280,M00822,2025-08-10,F01,Program,45,20.7,24.3
T0004281,M01352,2025-08-22,F01,Program,35,16.1,18.9
T0004282,M00509,2025-08-14,F01,Program,30,13.8,16.2
T0004283,M00406,2025-08-07,F01,Program,45,20.7,24.3
T0004284,M00752,2025-08-16,F01,Program,45,20.7,24.3
T0004285,M00848,2025-08-05,F01,Program,45,20.7,24.3
T0004286,M00453,2025-08-13,F01,Program,35,16.1,18.9
T0004287,M01344,2025-08-07,F01,Program,30,13.8,16.2
T0004288,M00457,2025-08-24,F01,Program,35,16.1,18.9
T0004289,M00691,2025-08-20,F01,Program,45,20.7,24.3
T0004290,M00576,2025-08-08,F01,Program,45,20.7,24.3
T0004291,M01399,2025-08-09,F01,Program,45,20.7,24.3
T0004292,M01051,2025-08-14,F01,Program,35,16.1,18.9
T0004293,M00821,2025-08-01,F01,Program,30,13.8,16.2
T0004294,M00935,2025-08-12,F01,Program,45,20.7,24.3
T0004295,M00699,2025-08-20,F01,Program,30,13.8,16.2
T0004296,M01142,2025-08-06,F01,Program,35,16.1,18.9
T0004297,M00248,2025-08-05,F01,Program,45,20.7,24.3
T0004298,M00248,2025-08-20,F01,Program,45,20.7,24.3
T0004299,M00026,2025-08-23,F01,Program,45,20.7,24.3
T0004300,M00181,2025-08-03,F01,Program,35,16.1,18.9
T0004301,M01021,2025-08-24,F01,Program,45,20.7,24.3
T0004302,M00407,2025-08-06,F01,Program,45,20.7,24.3
T0004303,M01274,2025-08-09,F01,Program,45,20.7,24.3
T0004304,M00077,2025-08-10,F01,Program,30,13.8,16.2
T0004305,M00162,2025-08-24,F01,Program,45,20.7,24.3
T0004306,M01136,2025-08-04,F01,Program,45,20.7,24.3
T0004307,M00487,2025-01-12,F01,Program,75,34.5,40.5
T0004308,M00752,2025-01-14,F01,Program,65,29.9,35.1
T0004309,M00872,2025-01-05,F01,Program,75,34.5,40.5
T0004310,M00711,2025-01-18,F01,Program,75,34.5,40.5
T0004311,M01368,2025-01-02,F01,Program,75,34.5,40.5
T0004312,M00912,2025-01-12,F01,Program,65,29.9,35.1
T0004313,M00411,2025-01-03,F01,Program,65,29.9,35.1
T0004314,M00568,2025-01-14,F01,Program,60,27.6,32.4
T0004315,M01151,2025-01-13,F01,Program,75,34.5,40.5
T0004316,M00598,2025-01-17,F01,Program,60,27.6,32.4
T0004317,M01252,2025-01-25,F01,Program,75,34.5,40.5
T0004318,M00031,2025-01-25,F01,Program,65,29.9,35.1
T0004319,M00738,2025-01-13,F01,Program,75,34.5,40.5
T0004320,M00013,2025-01-23,F01,Program,75,34.5,40.5
T0004321,M00388,2025-01-02,F01,Program,75,34.5,40.5
T0004322,M01237,2025-01-03,F01,Program,120,55.2,64.8
T0004323,M00373,2025-01-23,F01,Program,110,50.6,59.4
T0004324,M00904,2025-01-07,F01,Program,110,50.6,59.4
T0004325,M01199,2025-01-24,F01,Program,110,50.6,59.4
T0004326,M01202,2025-01-22,F01,Program,110,50.6,59.4
T0004327,M00350,2025-01-24,F01,Program,120,55.2,64.8
T0004328,M01064,2025-01-10,F01,Program,120,55.2,64.8
T0004329,M00977,2025-01-10,F01,Program,120,55.2,64.8
T0004330,M00316,2025-01-03,F01,Program,110,50.6,59.4
T0004331,M00733,2025-01-19,F01,Program,110,50.6,59.4
T0004332,M01141,2025-01-02,F01,Program,120,55.2,64.8
T0004333,M00147,2025-01-06,F01,Program,110,50.6,59.4
T0004334,M00833,2025-01-01,F01,Program,120,55.2,64.8
T0004335,M00359,2025-01-04,F01,Program,120,55.2,64.8
T0004336,M00510,2025-01-22,F01,Program,120,55.2,64.8
T0004337,M01138,2025-01-25,F01,Program,120,55.2,64.8
T0004338,M00986,2025-01-02,F01,Program,120,55.2,64.8
T0004339,M00673,2025-01-11,F01,Program,120,55.2,64.8
T0004340,M00067,2025-01-10,F01,Program,120,55.2,64.8
T0004341,M00217,2025-01-23,F01,Program,120,55.2,64.8
T0004342,M01247,2025-01-24,F01,Program,120,55.2,64.8
T0004343,M00198,2025-01-22,F01,Program,110,50.6,59.4
T0004344,M00974,2025-01-05,F01,Program,120,55.2,64.8
T0004345,M00199,2025-01-25,F01,Program,105,48.3,56.7
T0004346,M00794,2025-01-24,F01,Program,110,50.6,59.4
T0004347,M00922,2025-01-01,F01,Program,120,55.2,64.8
T0004348,M01101,2025-01-08,F01,Program,120,55.2,64.8
T0004349,M01041,2025-01-22,F01,Program,110,50.6,59.4
T0004350,M01248,2025-01-02,F01,Program,110,50.6,59.4
T0004351,M00032,2025-01-07,F01,Program,120,55.2,64.8
T0004352,M00479,2025-01-06,F01,Program,60,27.6,32.4
T0004353,M00108,2025-01-08,F01,Program,65,29.9,35.1
T0004354,M00644,2025-01-16,F01,Program,75,34.5,40.5
T0004355,M00680,2025-01-16,F01,Program,65,29.9,35.1
T0004356,M01115,2025-01-11,F01,Program,75,34.5,40.5
T0004357,M00149,2025-01-23,F01,Program,75,34.5,40.5
T0004358,M01034,2025-01-06,F01,Program,75,34.5,40.5
T0004359,M00545,2025-01-06,F01,Program,75,34.5,40.5
T0004360,M00898,2025-01-24,F01,Program,75,34.5,40.5
T0004361,M00417,2025-01-16,F01,Program,60,27.6,32.4
T0004362,M00584,2025-01-19,F01,Program,60,27.6,32.4
T0004363,M00671,2025-01-01,F01,Program,75,34.5,40.5
T0004364,M00955,2025-01-18,F01,Program,75,34.5,40.5
T0004365,M00046,2025-01-08,F01,Program,60,27.6,32.4
T0004366,M00174,2025-01-19,F01,Program,60,27.6,32.4
T0004367,M00383,2025-01-06,F01,Program,75,34.5,40.5
T0004368,M00880,2025-01-25,F01,Program,65,29.9,35.1
T0004369,M01170,2025-01-11,F01,Program,60,27.6,32.4
T0004370,M00533,2025-01-18,F01,Program,65,29.9,35.1
T0004371,M01311,2025-01-24,F01,Program,60,27.6,32.4
T0004372,M01383,2025-04-09,F01,Program,60,27.6,32.4
T0004373,M01258,2025-04-19,F01,Program,60,27.6,32.4
T0004374,M00618,2025-04-07,F01,Program,50,23,27
T0004375,M00836,2025-04-05,F01,Program,45,20.7,24.3
T0004376,M00400,2025-04-19,F01,Program,50,23,27
T0004377,M00639,2025-04-12,F01,Program,60,27.6,32.4
T0004378,M01328,2025-04-01,F01,Program,50,23,27
T0004379,M00195,2025-04-02,F01,Program,50,23,27
T0004380,M00865,2025-04-12,F01,Program,60,27.6,32.4
T0004381,M01063,2025-04-08,F01,Program,60,27.6,32.4
T0004382,M00030,2025-04-02,F01,Program,60,27.6,32.4
T0004383,M01367,2025-04-07,F01,Program,60,27.6,32.4
T0004384,M01064,2025-04-25,F01,Program,60,27.6,32.4
T0004385,M00056,2025-04-24,F01,Program,45,20.7,24.3
T0004386,M00859,2025-04-08,F01,Program,50,23,27
T0004387,M01022,2025-04-21,F01,Program,50,23,27
T0004388,M00168,2025-04-22,F01,Program,60,27.6,32.4
T0004389,M01383,2025-04-22,F01,Program,50,23,27
T0004390,M00402,2025-04-09,F01,Program,60,27.6,32.4
T0004391,M00257,2025-01-24,F01,Program,75,34.5,40.5
T0004392,M00917,2025-01-15,F01,Program,60,27.6,32.4
T0004393,M00572,2025-01-23,F01,Program,65,29.9,35.1
T0004394,M01146,2025-01-12,F01,Program,65,29.9,35.1
T0004395,M00313,2025-01-20,F01,Program,65,29.9,35.1
T0004396,M00583,2025-01-08,F01,Program,75,34.5,40.5
T0004397,M00841,2025-01-07,F01,Program,75,34.5,40.5
T0004398,M00831,2025-01-14,F01,Program,60,27.6,32.4
T0004399,M00540,2025-01-09,F01,Program,75,34.5,40.5
T0004400,M01036,2025-01-19,F01,Program,75,34.5,40.5
T0004401,M00679,2025-01-18,F01,Program,60,27.6,32.4
T0004402,M00254,2025-01-10,F01,Program,75,34.5,40.5
T0004403,M00751,2025-01-21,F01,Program,75,34.5,40.5
T0004404,M01101,2025-01-18,F01,Program,75,34.5,40.5
T0004405,M00308,2025-01-03,F01,Program,75,34.5,40.5
T0004406,M00027,2025-01-22,F01,Program,75,34.5,40.5
T0004407,M00026,2025-01-05,F01,Program,75,34.5,40.5
T0004408,M01017,2025-01-12,F01,Program,60,27.6,32.4
T0004409,M01392,2025-01-11,F01,Program,75,34.5,40.5
T0004410,M00033,2025-01-13,F01,Program,75,34.5,40.5
T0004411,M00290,2025-01-08,F01,Program,45,20.7,24.3
T0004412,M01084,2025-01-16,F01,Program,45,20.7,24.3
T0004413,M00620,2025-01-18,F01,Program,45,20.7,24.3
T0004414,M00460,2025-01-17,F01,Program,45,20.7,24.3
T0004415,M00470,2025-01-09,F01,Program,45,20.7,24.3
T0004416,M00629,2025-01-03,F01,Program,45,20.7,24.3
T0004417,M01201,2025-01-08,F01,Program,35,16.1,18.9
T0004418,M00332,2025-01-25,F01,Program,30,13.8,16.2
T0004419,M00796,2025-01-14,F01,Program,45,20.7,24.3
T0004420,M00047,2025-01-25,F01,Program,45,20.7,24.3
T0004421,M01279,2025-01-10,F01,Program,45,20.7,24.3
T0004422,M00003,2025-01-25,F01,Program,45,20.7,24.3
T0004423,M00779,2025-01-04,F01,Program,35,16.1,18.9
T0004424,M01049,2025-01-23,F01,Program,35,16.1,18.9
T0004425,M00266,2025-01-15,F01,Program,45,20.7,24.3
T0004426,M00391,2025-01-02,F01,Program,45,20.7,24.3
T0004427,M00650,2025-01-05,F01,Program,35,16.1,18.9
T0004428,M00860,2025-01-15,F01,Program,45,20.7,24.3
T0004429,M00905,2025-01-19,F01,Program,35,16.1,18.9
T0004430,M01064,2025-01-13,F01,Program,45,20.7,24.3
T0004431,M01181,2025-01-14,F01,Program,30,13.8,16.2
T0004432,M01282,2025-01-03,F01,Program,45,20.7,24.3
T0004433,M01300,2025-01-13,F01,Program,45,20.7,24.3
T0004434,M00882,2025-01-22,F01,Program,30,13.8,16.2
T0004435,M00305,2025-01-14,F01,Program,45,20.7,24.3
T0004436,M00073,2025-01-20,F01,Program,45,20.7,24.3
T0004437,M00651,2025-01-10,F01,Program,30,13.8,16.2
T0004438,M00733,2025-01-19,F01,Program,45,20.7,24.3
T0004439,M00802,2025-01-04,F01,Program,45,20.7,24.3
T0004440,M00579,2025-01-16,F01,Program,45,20.7,24.3
T0004441,M01339,2025-01-10,F01,Program,45,20.7,24.3
T0004442,M01260,2025-01-08,F01,Program,35,16.1,18.9
T0004443,M00751,2025-01-12,F01,Program,35,16.1,18.9
T0004444,M01281,2025-01-18,F01,Program,35,16.1,18.9
T0004445,M00099,2025-01-15,F01,Program,45,20.7,24.3
T0004446,M00027,2025-04-01,F01,Program,45,20.7,24.3
T0004447,M01224,2025-04-03,F01,Program,45,20.7,24.3
T0004448,M00258,2025-04-09,F01,Program,35,16.1,18.9
T0004449,M01274,2025-04-06,F01,Program,45,20.7,24.3
T0004450,M00389,2025-04-24,F01,Program,45,20.7,24.3
T0004451,M00844,2025-04-20,F01,Program,45,20.7,24.3
T0004452,M00452,2025-04-03,F01,Program,45,20.7,24.3
T0004453,M01313,2025-04-07,F01,Program,45,20.7,24.3
T0004454,M00781,2025-04-02,F01,Program,45,20.7,24.3
T0004455,M00046,2025-04-09,F01,Program,45,20.7,24.3
T0004456,M00595,2025-04-20,F01,Program,45,20.7,24.3
T0004457,M01377,2025-04-02,F01,Program,35,16.1,18.9
T0004458,M00068,2025-04-18,F01,Program,45,20.7,24.3
T0004459,M01212,2025-04-05,F01,Program,45,20.7,24.3
T0004460,M01089,2025-04-23,F01,Program,45,20.7,24.3
T0004461,M00632,2025-04-12,F01,Program,45,20.7,24.3
T0004462,M01400,2025-04-20,F01,Program,35,16.1,18.9
T0004463,M01377,2025-04-08,F01,Program,30,13.8,16.2
T0004464,M01153,2025-04-10,F01,Program,30,13.8,16.2
T0004465,M01057,2025-04-25,F01,Program,45,20.7,24.3
T0004466,M00697,2025-04-15,F01,Program,45,20.7,24.3
T0004467,M00056,2025-04-17,F01,Program,30,13.8,16.2
T0004468,M00515,2025-04-12,F01,Program,35,16.1,18.9
T0004469,M01326,2025-04-20,F01,Program,45,20.7,24.3
T0004470,M00354,2025-04-16,F01,Program,45,20.7,24.3
T0004471,M00607,2025-04-24,F01,Program,45,20.7,24.3
T0004472,M00100,2025-04-07,F01,Program,45,20.7,24.3
T0004473,M01157,2025-04-04,F01,Program,45,20.7,24.3
T0004474,M00260,2025-04-13,F01,Program,45,20.7,24.3
T0004475,M00612,2025-04-03,F01,Program,45,20.7,24.3
T0004476,M00119,2025-04-08,F01,Program,35,16.1,18.9
T0004477,M00716,2025-04-07,F01,Program,45,20.7,24.3
T0004478,M00329,2025-04-25,F01,Program,35,16.1,18.9
T0004479,M00740,2025-03-13,F02,Program,105,48.3,56.7
T0004480,M00590,2025-03-23,F02,Program,120,55.2,64.8
T0004481,M00768,2025-03-18,F02,Program,120,55.2,64.8
T0004482,M00022,2025-03-17,F02,Program,120,55.2,64.8
T0004483,M00346,2025-03-07,F02,Program,120,55.2,64.8
T0004484,M00646,2025-03-08,F02,Program,120,55.2,64.8
T0004485,M00733,2025-03-24,F02,Program,120,55.2,64.8
T0004486,M01031,2025-03-01,F02,Program,120,55.2,64.8
T0004487,M00436,2025-03-01,F02,Program,120,55.2,64.8
T0004488,M00629,2025-03-02,F02,Program,120,55.2,64.8
T0004489,M00670,2025-03-13,F02,Program,120,55.2,64.8
T0004490,M00871,2025-03-14,F02,Program,120,55.2,64.8
T0004491,M01041,2025-03-23,F02,Program,120,55.2,64.8
T0004492,M00259,2025-03-20,F02,Program,110,50.6,59.4
T0004493,M00218,2025-03-12,F02,Program,120,55.2,64.8
T0004494,M00633,2025-03-15,F02,Program,120,55.2,64.8
T0004495,M01000,2025-03-10,F02,Program,120,55.2,64.8
T0004496,M00169,2025-03-13,F02,Program,120,55.2,64.8
T0004497,M01312,2025-01-11,F02,Program,90,41.4,48.6
T0004498,M00805,2025-01-09,F02,Program,75,34.5,40.5
T0004499,M00923,2025-01-04,F02,Program,80,36.8,43.2
T0004500,M00589,2025-01-13,F02,Program,75,34.5,40.5
T0004501,M00991,2025-01-20,F02,Program,75,34.5,40.5
T0004502,M00653,2025-01-22,F02,Program,90,41.4,48.6
T0004503,M00550,2025-01-21,F02,Program,90,41.4,48.6
T0004504,M00120,2025-01-16,F02,Program,80,36.8,43.2
T0004505,M00570,2025-01-09,F02,Program,90,41.4,48.6
T0004506,M00549,2025-01-02,F02,Program,75,34.5,40.5
T0004507,M00844,2025-01-11,F02,Program,80,36.8,43.2
T0004508,M00169,2025-01-13,F02,Program,80,36.8,43.2
T0004509,M00312,2025-01-02,F02,Program,90,41.4,48.6
T0004510,M00113,2025-01-15,F02,Program,90,41.4,48.6
T0004511,M00672,2025-01-21,F02,Program,90,41.4,48.6
T0004512,M01168,2025-01-25,F02,Program,90,41.4,48.6
T0004513,M00536,2025-01-11,F02,Program,80,36.8,43.2
T0004514,M00589,2025-01-19,F02,Program,90,41.4,48.6
T0004515,M01393,2025-01-25,F02,Program,90,41.4,48.6
T0004516,M00469,2025-01-19,F02,Program,90,41.4,48.6
T0004517,M01033,2025-01-05,F02,Program,90,41.4,48.6
T0004518,M00142,2025-01-01,F02,Program,90,41.4,48.6
T0004519,M01277,2025-01-13,F02,Program,90,41.4,48.6
T0004520,M01093,2025-01-08,F02,Program,80,36.8,43.2
T0004521,M00397,2025-08-09,F02,Program,90,41.4,48.6
T0004522,M01045,2025-08-11,F02,Program,90,41.4,48.6
T0004523,M00280,2025-08-18,F02,Program,75,34.5,40.5
T0004524,M00481,2025-08-11,F02,Program,90,41.4,48.6
T0004525,M00213,2025-08-05,F02,Program,90,41.4,48.6
T0004526,M00745,2025-08-16,F02,Program,90,41.4,48.6
T0004527,M00626,2025-08-14,F02,Program,90,41.4,48.6
T0004528,M01392,2025-08-04,F02,Program,90,41.4,48.6
T0004529,M00598,2025-08-02,F02,Program,90,41.4,48.6
T0004530,M00083,2025-08-03,F02,Program,75,34.5,40.5
T0004531,M00625,2025-08-02,F02,Program,90,41.4,48.6
T0004532,M00409,2025-08-01,F02,Program,90,41.4,48.6
T0004533,M00466,2025-08-07,F02,Program,90,41.4,48.6
T0004534,M00532,2025-08-11,F02,Program,75,34.5,40.5
T0004535,M00661,2025-08-16,F02,Program,90,41.4,48.6
T0004536,M00560,2025-08-19,F02,Program,90,41.4,48.6
T0004537,M00085,2025-08-02,F02,Program,90,41.4,48.6
T0004538,M00651,2025-08-11,F02,Program,90,41.4,48.6
T0004539,M00791,2025-08-22,F02,Program,80,36.8,43.2
T0004540,M00835,2025-08-21,F02,Program,90,41.4,48.6
T0004541,M01334,2025-08-06,F02,Program,90,41.4,48.6
T0004542,M00447,2025-08-06,F02,Program,80,36.8,43.2
T0004543,M00169,2025-08-17,F02,Program,90,41.4,48.6
T0004544,M00757,2025-08-16,F02,Program,90,41.4,48.6
T0004545,M00330,2025-08-16,F02,Program,90,41.4,48.6
T0004546,M01341,2025-08-06,F02,Program,90,41.4,48.6
T0004547,M00119,2025-08-06,F02,Program,90,41.4,48.6
T0004548,M01165,2025-08-01,F02,Program,90,41.4,48.6
T0004549,M00707,2025-08-17,F02,Program,90,41.4,48.6
T0004550,M01349,2025-08-05,F02,Program,75,34.5,40.5
T0004551,M00536,2025-08-03,F02,Program,90,41.4,48.6
T0004552,M00070,2025-08-19,F02,Program,80,36.8,43.2
T0004553,M00427,2025-08-11,F02,Program,90,41.4,48.6
T0004554,M01303,2025-08-20,F02,Program,90,41.4,48.6
T0004555,M01354,2025-04-19,F02,Program,120,55.2,64.8
T0004556,M00377,2025-04-13,F02,Program,120,55.2,64.8
T0004557,M00321,2025-04-15,F02,Program,110,50.6,59.4
T0004558,M01398,2025-04-23,F02,Program,105,48.3,56.7
T0004559,M01363,2025-04-07,F02,Program,120,55.2,64.8
T0004560,M01275,2025-04-06,F02,Program,120,55.2,64.8
T0004561,M00772,2025-04-14,F02,Program,120,55.2,64.8
T0004562,M01019,2025-04-14,F02,Program,120,55.2,64.8
T0004563,M00472,2025-04-11,F02,Program,120,55.2,64.8
T0004564,M00191,2025-04-14,F02,Program,120,55.2,64.8
T0004565,M01007,2025-04-02,F02,Program,120,55.2,64.8
T0004566,M00426,2025-04-07,F02,Program,120,55.2,64.8
T0004567,M01377,2025-04-10,F02,Program,120,55.2,64.8
T0004568,M00168,2025-04-08,F02,Program,105,48.3,56.7
