member_id,household_id,join_date,home_facility_id,service_area,age_group,membership_type,acquisition_channel,marketing_consent,postal_fsa,engagement_score
M00858,H00858,2024-07-09,F04,West Valley,65+,Family annual,Referral,No,V1A,1.082
M00859,H00859,2023-09-17,F04,West Valley,18-34,Adult annual,Walk-in,Yes,V1D,1.646
M00860,H00430,2024-10-10,F01,Central,50-64,Senior annual,Referral,No,V1D,1.243
M00861,H00861,2024-02-09,F03,North Valley,Under 18,Adult annual,Walk-in,Yes,V1D,1.147
M00862,H00862,2025-02-02,F02,East Shore,18-34,Family annual,Referral,No,V1D,1.675
M00863,H00432,2024-04-17,F01,Central,35-49,Family annual,Referral,Yes,V1E,1.465
M00864,H00288,2022-11-20,F01,Central,18-34,Family annual,Referral,Yes,V1C,1.375
M00865,H00865,2024-03-03,F01,Central,18-34,Monthly flexible,Paid social,Yes,V1D,0.75
M00866,H00289,2024-10-19,F02,East Shore,50-64,Monthly flexible,Organic web,Yes,V1D,1.288
M00867,H00434,2024-02-06,F01,Central,35-49,Youth annual,Email,Yes,V1B,1.231
M00868,H00290,2024-05-08,F04,West Valley,18-34,Monthly flexible,Paid social,No,V1D,1.436
M00869,H00290,2023-04-09,F02,East Shore,18-34,Adult annual,Email,Yes,V1D,1.203
M00870,H00870,2023-08-06,F03,North Valley,65+,Youth annual,Walk-in,Yes,V1A,0.57
M00871,H00871,2023-09-21,F04,West Valley,35-49,Adult annual,Community event,No,V1A,0.903
M00872,H00872,2023-07-18,F04,West Valley,18-34,Monthly flexible,Community event,Yes,V1E,1.501
M00873,H00873,2023-07-20,F02,East Shore,18-34,Youth annual,Email,No,V1C,0.477
M00874,H00292,2024-02-05,F02,East Shore,35-49,Monthly flexible,Email,Yes,V1A,0.565
M00875,H00875,2025-08-03,F01,Central,18-34,Adult annual,Referral,Yes,V1E,0.825
M00876,H00876,2023-08-06,F03,North Valley,35-49,Monthly flexible,Paid social,No,V1B,0.926
M00877,H00877,2024-01-22,F01,Central,35-49,Senior annual,Referral,Yes,V1A,1.17
M00878,H00878,2024-05-16,F04,West Valley,35-49,Family annual,Paid social,Yes,V1D,1.477
M00879,H00293,2023-07-14,F02,East Shore,35-49,Monthly flexible,Paid social,No,V1D,0.907
M00880,H00880,2024-10-13,F04,West Valley,50-64,Adult annual,Walk-in,No,V1B,0.727
M00881,H00881,2024-01-26,F03,North Valley,35-49,Adult annual,Email,Yes,V1A,1.212
M00882,H00882,2022-11-07,F02,East Shore,35-49,Monthly flexible,Walk-in,No,V1C,0.477
M00883,H00883,2024-03-28,F01,Central,35-49,Senior annual,Referral,Yes,V1D,1.322
M00884,H00884,2024-03-03,F02,East Shore,50-64,Family annual,Community event,Yes,V1C,1.178
M00885,H00885,2023-05-13,F01,Central,18-34,Adult annual,Referral,Yes,V1A,0.819
M00886,H00886,2024-07-07,F04,West Valley,18-34,Youth annual,Organic web,Yes,V1C,0.548
M00887,H00296,2023-09-19,F02,East Shore,50-64,Adult annual,Organic web,Yes,V1B,0.886
M00888,H00296,2025-10-31,F02,East Shore,18-34,Youth annual,Walk-in,Yes,V1C,0.645
M00889,H00445,2022-02-09,F03,North Valley,35-49,Youth annual,Organic web,Yes,V1D,1.381
M00890,H00890,2022-06-22,F02,East Shore,18-34,Family annual,Paid social,Yes,V1D,1.262
M00891,H00891,2024-02-09,F01,Central,50-64,Senior annual,Walk-in,No,V1E,0.642
M00892,H00446,2024-02-04,F01,Central,35-49,Family annual,Referral,No,V1A,1.399
M00893,H00447,2025-07-11,F02,East Shore,35-49,Adult annual,Paid social,Yes,V1B,0.975
M00894,H00894,2023-02-16,F01,Central,65+,Family annual,Referral,Yes,V1D,1.5
M00895,H00895,2025-09-27,F04,West Valley,35-49,Family annual,Walk-in,No,V1D,0.79
M00896,H00896,2025-07-17,F04,West Valley,Under 18,Family annual,Organic web,Yes,V1C,0.485
M00897,H00897,2024-08-31,F03,North Valley,65+,Senior annual,Organic web,Yes,V1D,0.69
M00898,H00898,2023-09-04,F02,East Shore,35-49,Adult annual,Paid social,Yes,V1C,1.243
M00899,H00899,2023-07-20,F03,North Valley,18-34,Adult annual,Email,No,V1D,1.182
M00900,H00900,2022-09-19,F01,Central,35-49,Senior annual,Referral,Yes,V1D,1.595
M00901,H00901,2023-06-28,F02,East Shore,35-49,Monthly flexible,Referral,Yes,V1A,0.577
M00902,H00902,2025-03-07,F03,North Valley,Under 18,Family annual,Community event,Yes,V1A,1.326
M00903,H00903,2024-08-29,F02,East Shore,35-49,Family annual,Community event,No,V1A,1.593
M00904,H00904,2024-05-03,F01,Central,50-64,Monthly flexible,Organic web,No,V1C,0.85
M00905,H00453,2024-01-08,F01,Central,50-64,Youth annual,Referral,Yes,V1C,0.962
M00906,H00906,2023-04-07,F03,North Valley,65+,Family annual,Referral,Yes,V1C,1.165
M00907,H00907,2022-07-31,F01,Central,50-64,Adult annual,Paid social,Yes,V1A,1.465
M00908,H00908,2024-02-04,F03,North Valley,18-34,Adult annual,Community event,Yes,V1B,0.692
M00909,H00909,2023-05-03,F04,West Valley,Under 18,Monthly flexible,Email,No,V1B,1.306
M00910,H00910,2023-11-10,F02,East Shore,35-49,Monthly flexible,Referral,Yes,V1A,0.472
M00911,H00911,2024-03-02,F01,Central,35-49,Adult annual,Email,No,V1C,0.924
M00912,H00912,2022-03-05,F04,West Valley,18-34,Adult annual,Walk-in,Yes,V1C,0.972
M00913,H00305,2024-05-10,F01,Central,50-64,Senior annual,Paid social,Yes,V1E,1.543
M00914,H00457,2024-06-10,F01,Central,18-34,Adult annual,Paid social,Yes,V1E,0.457
M00915,H00458,2023-01-14,F04,West Valley,18-34,Adult annual,Referral,Yes,V1D,1.613
M00916,H00916,2024-10-13,F02,East Shore,35-49,Monthly flexible,Referral,Yes,V1A,1.191
M00917,H00917,2024-07-28,F02,East Shore,50-64,Monthly flexible,Referral,Yes,V1B,1.128
M00918,H00459,2025-05-21,F01,Central,50-64,Senior annual,Referral,No,V1E,0.562
M00919,H00919,2025-08-08,F01,Central,18-34,Monthly flexible,Email,Yes,V1C,0.978
M00920,H00920,2023-08-18,F04,West Valley,18-34,Senior annual,Organic web,No,V1E,1.153
M00921,H00921,2022-07-12,F02,East Shore,Under 18,Monthly flexible,Walk-in,No,V1C,0.619
M00922,H00922,2022-05-10,F02,East Shore,18-34,Adult annual,Organic web,Yes,V1A,0.492
M00923,H00923,2024-11-19,F03,North Valley,65+,Family annual,Email,Yes,V1E,0.613
M00924,H00924,2024-07-30,F02,East Shore,18-34,Adult annual,Community event,No,V1B,1.141
M00925,H00309,2023-06-27,F02,East Shore,35-49,Senior annual,Organic web,Yes,V1D,1.005
M00926,H00926,2022-05-09,F03,North Valley,18-34,Youth annual,Community event,No,V1C,1.003
M00927,H00464,2023-10-15,F01,Central,35-49,Monthly flexible,Referral,No,V1C,1.008
M00928,H00928,2023-09-04,F04,West Valley,50-64,Monthly flexible,Walk-in,Yes,V1C,1.067
M00929,H00310,2022-01-19,F02,East Shore,18-34,Family annual,Email,No,V1C,1.634
M00930,H00930,2025-02-28,F04,West Valley,18-34,Adult annual,Walk-in,No,V1E,1.526
M00931,H00931,2022-09-26,F04,West Valley,35-49,Youth annual,Referral,Yes,V1A,1.454
M00932,H00932,2024-05-06,F01,Central,50-64,Senior annual,Community event,Yes,V1D,0.527
M00933,H00311,2024-09-26,F04,West Valley,35-49,Monthly flexible,Walk-in,Yes,V1D,1.129
M00934,H00934,2023-08-18,F03,North Valley,18-34,Adult annual,Organic web,No,V1E,0.692
M00935,H00935,2024-01-23,F04,West Valley,18-34,Senior annual,Paid social,Yes,V1A,0.494
M00936,H00936,2022-02-23,F01,Central,35-49,Family annual,Walk-in,Yes,V1D,0.978
M00937,H00937,2023-02-06,F01,Central,35-49,Family annual,Referral,Yes,V1E,1.679
M00938,H00938,2023-04-24,F03,North Valley,35-49,Senior annual,Walk-in,Yes,V1C,0.574
M00939,H00939,2024-03-09,F01,Central,65+,Monthly flexible,Referral,No,V1D,0.733
M00940,H00314,2022-02-22,F02,East Shore,35-49,Adult annual,Community event,Yes,V1A,1.685
M00941,H00941,2022-09-29,F04,West Valley,18-34,Family annual,Walk-in,No,V1E,1.585
M00942,H00942,2022-08-08,F04,West Valley,Under 18,Monthly flexible,Referral,Yes,V1B,0.6
M00943,H00943,2025-07-30,F04,West Valley,35-49,Senior annual,Referral,Yes,V1C,1.507
M00944,H00472,2024-08-13,F01,Central,35-49,Senior annual,Paid social,Yes,V1D,0.658
M00945,H00473,2023-01-11,F04,West Valley,50-64,Adult annual,Walk-in,No,V1C,1.226
M00946,H00946,2022-02-21,F02,East Shore,35-49,Youth annual,Organic web,Yes,V1B,1.07
M00947,H00947,2025-11-11,F02,East Shore,18-34,Youth annual,Walk-in,Yes,V1A,1.544
M00948,H00948,2024-05-08,F04,West Valley,50-64,Family annual,Walk-in,No,V1C,1.051
M00949,H00949,2025-11-08,F01,Central,35-49,Monthly flexible,Walk-in,Yes,V1B,1.456
M00950,H00950,2022-09-12,F04,West Valley,65+,Adult annual,Walk-in,Yes,V1C,1.583
M00951,H00476,2024-08-18,F04,West Valley,18-34,Senior annual,Referral,No,V1C,1.231
M00952,H00952,2023-05-23,F01,Central,35-49,Adult annual,Email,Yes,V1E,0.858
M00953,H00953,2023-11-07,F03,North Valley,35-49,Adult annual,Paid social,Yes,V1C,1.146
M00954,H00318,2023-03-27,F04,West Valley,50-64,Family annual,Referral,No,V1C,1.317
M00955,H00955,2024-09-11,F01,Central,35-49,Adult annual,Paid social,Yes,V1C,0.852
M00956,H00956,2024-01-28,F03,North Valley,18-34,Senior annual,Referral,Yes,V1D,0.673
M00957,H00319,2025-09-17,F04,West Valley,18-34,Adult annual,Organic web,No,V1A,0.519
M00958,H00958,2024-08-18,F04,West Valley,18-34,Family annual,Community event,Yes,V1A,0.778
M00959,H00959,2023-08-01,F01,Central,65+,Monthly flexible,Organic web,Yes,V1A,0.684
M00960,H00960,2023-02-13,F03,North Valley,18-34,Monthly flexible,Community event,Yes,V1A,1.181
M00961,H00961,2023-09-09,F01,Central,18-34,Youth annual,Paid social,No,V1E,1.398
M00962,H00962,2025-06-14,F02,East Shore,50-64,Adult annual,Paid social,Yes,V1B,1.527
M00963,H00321,2023-03-26,F02,East Shore,Under 18,Adult annual,Email,Yes,V1B,1.295
M00964,H00322,2022-03-22,F01,Central,Under 18,Family annual,Organic web,No,V1A,0.523
M00965,H00322,2022-02-09,F04,West Valley,35-49,Adult annual,Email,Yes,V1C,1.234
M00966,H00966,2023-11-02,F01,Central,35-49,Family annual,Email,Yes,V1B,0.733
M00967,H00484,2023-05-07,F01,Central,35-49,Monthly flexible,Walk-in,No,V1A,0.996
M00968,H00323,2025-11-01,F04,West Valley,18-34,Monthly flexible,Paid social,Yes,V1C,1.487
M00969,H00969,2023-01-31,F03,North Valley,Under 18,Adult annual,Referral,No,V1B,1.456
M00970,H00970,2022-07-30,F03,North Valley,50-64,Family annual,Email,Yes,V1A,1.128
M00971,H00971,2023-07-30,F02,East Shore,35-49,Senior annual,Community event,No,V1E,1.441
M00972,H00324,2024-10-01,F02,East Shore,50-64,Adult annual,Walk-in,No,V1E,0.568
M00973,H00973,2022-03-31,F02,East Shore,18-34,Adult annual,Walk-in,Yes,V1C,0.896
M00974,H00974,2024-04-15,F01,Central,65+,Adult annual,Email,No,V1E,1.034
M00975,H00975,2025-07-07,F03,North Valley,18-34,Adult annual,Email,Yes,V1C,0.567
M00976,H00488,2024-02-26,F02,East Shore,35-49,Youth annual,Community event,No,V1C,0.672
M00977,H00326,2022-03-01,F02,East Shore,18-34,Adult annual,Paid social,No,V1D,0.708
M00978,H00489,2024-05-03,F02,East Shore,18-34,Adult annual,Referral,Yes,V1D,1.668
M00979,H00979,2023-09-04,F04,West Valley,50-64,Family annual,Referral,Yes,V1B,1.255
M00980,H00327,2022-04-14,F01,Central,18-34,Monthly flexible,Organic web,Yes,V1B,1.452
M00981,H00981,2023-08-30,F02,East Shore,35-49,Family annual,Referral,Yes,V1E,1.024
M00982,H00491,2022-11-01,F01,Central,Under 18,Adult annual,Walk-in,Yes,V1C,1.115
M00983,H00328,2024-10-20,F01,Central,50-64,Adult annual,Organic web,No,V1D,1.582
M00984,H00984,2024-07-31,F04,West Valley,35-49,Adult annual,Organic web,Yes,V1E,0.5
M00985,H00329,2022-01-10,F03,North Valley,65+,Monthly flexible,Organic web,Yes,V1C,0.802
M00986,H00329,2022-05-23,F01,Central,Under 18,Youth annual,Organic web,Yes,V1C,1.528
M00987,H00987,2023-03-07,F01,Central,18-34,Adult annual,Paid social,No,V1C,1.416
M00988,H00988,2025-04-28,F04,West Valley,35-49,Senior annual,Community event,Yes,V1C,0.916
M00989,H00330,2022-07-27,F02,East Shore,18-34,Adult annual,Walk-in,Yes,V1E,1.114
M00990,H00495,2024-10-23,F01,Central,18-34,Adult annual,Community event,Yes,V1B,0.614
M00991,H00331,2022-11-01,F01,Central,65+,Monthly flexible,Referral,Yes,V1C,0.771
M00992,H00496,2022-08-01,F01,Central,35-49,Monthly flexible,Email,Yes,V1A,1.24
M00993,H00993,2023-07-08,F01,Central,50-64,Monthly flexible,Referral,Yes,V1A,1.163
M00994,H00497,2024-04-23,F01,Central,65+,Youth annual,Referral,No,V1D,0.682
M00995,H00995,2024-05-09,F03,North Valley,65+,Senior annual,Organic web,Yes,V1D,1.349
M00996,H00996,2024-03-21,F02,East Shore,Under 18,Family annual,Referral,Yes,V1D,1.055
M00997,H00997,2024-08-22,F04,West Valley,50-64,Monthly flexible,Referral,Yes,V1A,0.481
M00998,H00499,2022-07-07,F04,West Valley,18-34,Monthly flexible,Referral,Yes,V1D,1.642
M00999,H00999,2023-06-25,F04,West Valley,18-34,Adult annual,Organic web,Yes,V1B,0.865
M01000,H01000,2024-01-25,F01,Central,18-34,Adult annual,Referral,Yes,V1E,1.482
M01001,H00501,2022-07-18,F02,East Shore,35-49,Youth annual,Referral,Yes,V1B,0.464
M01002,H01002,2024-03-18,F02,East Shore,18-34,Adult annual,Community event,Yes,V1B,1.403
M01003,H00502,2023-11-16,F01,Central,65+,Senior annual,Paid social,No,V1C,1.32
M01004,H00335,2022-01-15,F02,East Shore,18-34,Monthly flexible,Paid social,Yes,V1D,1.037
M01005,H01005,2024-07-10,F02,East Shore,18-34,Monthly flexible,Paid social,No,V1E,0.826
M01006,H01006,2025-08-15,F03,North Valley,35-49,Adult annual,Walk-in,No,V1E,1.635
M01007,H00336,2025-05-02,F04,West Valley,65+,Youth annual,Referral,Yes,V1C,1.476
M01008,H01008,2023-01-21,F04,West Valley,65+,Family annual,Organic web,No,V1C,1.656
M01009,H01009,2023-08-20,F01,Central,35-49,Family annual,Organic web,Yes,V1A,1.601
M01010,H00337,2024-07-15,F02,East Shore,18-34,Senior annual,Organic web,Yes,V1D,1.38
M01011,H01011,2024-10-24,F02,East Shore,50-64,Adult annual,Organic web,Yes,V1D,0.683
M01012,H00338,2025-06-26,F04,West Valley,Under 18,Senior annual,Walk-in,No,V1E,0.819
M01013,H00507,2025-10-12,F04,West Valley,50-64,Monthly flexible,Walk-in,Yes,V1C,0.986
M01014,H01014,2024-01-15,F03,North Valley,50-64,Senior annual,Walk-in,Yes,V1E,1.275
M01015,H01015,2023-06-08,F02,East Shore,50-64,Family annual,Community event,No,V1E,1.543
M01016,H01016,2022-02-05,F01,Central,35-49,Youth annual,Referral,Yes,V1C,1.63
M01017,H00509,2024-11-09,F02,East Shore,35-49,Family annual,Walk-in,Yes,V1E,1.653
M01018,H01018,2025-05-23,F02,East Shore,18-34,Adult annual,Referral,No,V1A,1.221
M01019,H00510,2022-03-18,F02,East Shore,50-64,Adult annual,Referral,Yes,V1C,0.996
M01020,H00340,2025-03-11,F03,North Valley,50-64,Family annual,Walk-in,Yes,V1D,1.389
M01021,H00511,2024-09-12,F01,Central,65+,Adult annual,Walk-in,Yes,V1A,1.582
M01022,H00511,2024-08-22,F04,West Valley,35-49,Adult annual,Community event,Yes,V1D,1.589
M01023,H01023,2023-09-25,F01,Central,35-49,Monthly flexible,Organic web,No,V1A,1.699
M01024,H01024,2022-11-10,F03,North Valley,35-49,Youth annual,Referral,Yes,V1A,0.909
M01025,H00342,2024-02-03,F01,Central,50-64,Family annual,Email,Yes,V1E,0.624
M01026,H01026,2022-10-07,F02,East Shore,18-34,Adult annual,Paid social,Yes,V1B,0.713
M01027,H00514,2024-01-24,F02,East Shore,18-34,Adult annual,Referral,Yes,V1E,1.482
M01028,H01028,2023-09-24,F01,Central,50-64,Adult annual,Walk-in,Yes,V1C,0.487
M01029,H00515,2025-01-30,F04,West Valley,35-49,Family annual,Paid social,Yes,V1D,1.518
M01030,H00515,2022-03-01,F04,West Valley,50-64,Monthly flexible,Community event,No,V1A,0.992
M01031,H01031,2024-06-12,F02,East Shore,18-34,Adult annual,Organic web,Yes,V1B,1.493
M01032,H00344,2022-07-10,F01,Central,50-64,Adult annual,Walk-in,Yes,V1C,0.911
M01033,H00345,2023-02-18,F02,East Shore,18-34,Adult annual,Community event,Yes,V1A,0.564
M01034,H01034,2025-06-20,F01,Central,18-34,Family annual,Community event,Yes,V1A,1.221
M01035,H01035,2023-04-30,F03,North Valley,18-34,Senior annual,Community event,Yes,V1A,1.579
M01036,H01036,2025-09-24,F04,West Valley,18-34,Family annual,Walk-in,No,V1A,1.572
M01037,H00346,2025-11-07,F04,West Valley,35-49,Monthly flexible,Email,Yes,V1D,0.88
M01038,H00346,2022-04-22,F01,Central,35-49,Adult annual,Referral,Yes,V1C,0.789
M01039,H01039,2024-07-21,F01,Central,18-34,Adult annual,Walk-in,Yes,V1D,1.379
M01040,H01040,2025-08-09,F01,Central,50-64,Family annual,Community event,Yes,V1B,1.243
M01041,H00347,2022-07-20,F01,Central,35-49,Monthly flexible,Walk-in,Yes,V1B,0.633
M01042,H01042,2023-09-20,F01,Central,65+,Monthly flexible,Community event,Yes,V1E,1.133
M01043,H00522,2024-08-09,F01,Central,35-49,Family annual,Walk-in,Yes,V1C,1.216
M01044,H01044,2024-10-28,F01,Central,65+,Adult annual,Referral,Yes,V1D,1.129
M01045,H01045,2024-09-09,F01,Central,35-49,Family annual,Organic web,Yes,V1C,1.066
M01046,H01046,2023-03-06,F02,East Shore,18-34,Family annual,Paid social,Yes,V1B,1.421
M01047,H01047,2024-09-23,F01,Central,Under 18,Family annual,Walk-in,Yes,V1A,1.634
M01048,H01048,2023-08-20,F02,East Shore,18-34,Monthly flexible,Email,Yes,V1B,1.65
M01049,H00525,2022-10-03,F04,West Valley,50-64,Family annual,Paid social,Yes,V1A,0.908
M01050,H01050,2023-01-05,F04,West Valley,50-64,Family annual,Walk-in,No,V1A,0.496
M01051,H00351,2023-11-22,F03,North Valley,65+,Monthly flexible,Community event,Yes,V1C,1.474
M01052,H00526,2023-06-24,F02,East Shore,Under 18,Youth annual,Referral,Yes,V1A,1.072
M01053,H01053,2022-06-28,F03,North Valley,65+,Family annual,Referral,Yes,V1A,0.806
M01054,H01054,2025-10-03,F01,Central,65+,Monthly flexible,Walk-in,Yes,V1B,0.749
M01055,H01055,2024-04-20,F04,West Valley,65+,Monthly flexible,Community event,Yes,V1A,0.622
M01056,H00528,2023-05-10,F03,North Valley,65+,Monthly flexible,Paid social,Yes,V1B,1.409
M01057,H00529,2024-02-14,F03,North Valley,18-34,Family annual,Referral,Yes,V1B,1.194
M01058,H00353,2024-06-14,F01,Central,Under 18,Senior annual,Referral,Yes,V1B,0.685
M01059,H01059,2022-01-15,F03,North Valley,18-34,Monthly flexible,Paid social,Yes,V1C,1.403
M01060,H01060,2023-07-12,F03,North Valley,35-49,Adult annual,Walk-in,No,V1D,1.211
M01061,H01061,2025-09-24,F02,East Shore,18-34,Monthly flexible,Referral,No,V1B,0.792
M01062,H00531,2024-03-11,F01,Central,65+,Adult annual,Referral,Yes,V1A,1.479
M01063,H01063,2022-05-02,F04,West Valley,Under 18,Senior annual,Organic web,Yes,V1D,1.467
M01064,H01064,2025-06-10,F03,North Valley,35-49,Monthly flexible,Paid social,Yes,V1A,1.404
M01065,H00355,2023-04-25,F02,East Shore,65+,Monthly flexible,Organic web,Yes,V1D,1.447
M01066,H01066,2023-04-22,F01,Central,18-34,Family annual,Referral,No,V1A,0.497
M01067,H00534,2024-08-14,F03,North Valley,35-49,Senior annual,Referral,Yes,V1D,1.541
M01068,H01068,2024-06-06,F02,East Shore,50-64,Monthly flexible,Referral,Yes,V1E,0.668
M01069,H00357,2022-10-17,F03,North Valley,18-34,Senior annual,Referral,Yes,V1B,1.208
M01070,H00535,2025-04-30,F01,Central,18-34,Monthly flexible,Referral,Yes,V1D,1.073
M01071,H01071,2023-10-16,F03,North Valley,35-49,Adult annual,Community event,Yes,V1E,1.482
M01072,H00358,2023-09-13,F04,West Valley,18-34,Senior annual,Paid social,No,V1E,0.848
M01073,H00537,2025-08-02,F04,West Valley,18-34,Senior annual,Email,No,V1B,0.79
M01074,H01074,2023-01-10,F01,Central,65+,Family annual,Organic web,Yes,V1B,1.471
M01075,H00359,2023-07-11,F04,West Valley,Under 18,Adult annual,Paid social,Yes,V1C,0.994
M01076,H01076,2025-04-21,F04,West Valley,50-64,Adult annual,Community event,No,V1A,1.442
M01077,H01077,2025-04-21,F02,East Shore,50-64,Monthly flexible,Organic web,Yes,V1D,1.007
M01078,H00360,2022-05-12,F04,West Valley,65+,Adult annual,Organic web,Yes,V1B,1.584
M01079,H00360,2025-08-24,F02,East Shore,50-64,Senior annual,Referral,Yes,V1C,0.559
M01080,H01080,2024-10-30,F01,Central,65+,Senior annual,Referral,Yes,V1C,1.699
M01081,H01081,2022-09-03,F01,Central,35-49,Adult annual,Referral,Yes,V1E,1.572
M01082,H01082,2024-08-16,F01,Central,18-34,Adult annual,Referral,Yes,V1C,0.82
M01083,H01083,2022-04-30,F03,North Valley,65+,Senior annual,Community event,Yes,V1D,0.976
M01084,H00542,2023-02-26,F03,North Valley,18-34,Family annual,Organic web,No,V1E,0.793
M01085,H00543,2023-09-26,F02,East Shore,50-64,Monthly flexible,Walk-in,No,V1B,0.53
M01086,H01086,2025-04-20,F04,West Valley,65+,Adult annual,Referral,Yes,V1E,1.663
M01087,H00363,2022-09-22,F01,Central,35-49,Senior annual,Organic web,No,V1E,1.33
M01088,H00544,2022-06-22,F01,Central,35-49,Youth annual,Email,No,V1B,1.514
M01089,H01089,2023-10-02,F01,Central,50-64,Adult annual,Organic web,Yes,V1D,0.685
M01090,H01090,2022-08-15,F01,Central,50-64,Family annual,Organic web,Yes,V1B,1.562
M01091,H00364,2024-08-23,F03,North Valley,50-64,Monthly flexible,Organic web,Yes,V1E,0.624
M01092,H00364,2023-05-29,F04,West Valley,35-49,Adult annual,Organic web,No,V1C,1.662
M01093,H01093,2023-11-10,F01,Central,65+,Senior annual,Community event,Yes,V1C,0.669
M01094,H00547,2025-04-17,F03,North Valley,65+,Adult annual,Walk-in,No,V1E,1.051
M01095,H00548,2024-06-07,F01,Central,65+,Adult annual,Referral,No,V1C,0.874
M01096,H00548,2022-08-02,F02,East Shore,65+,Adult annual,Organic web,Yes,V1D,1.649
M01097,H01097,2025-03-31,F01,Central,35-49,Adult annual,Organic web,Yes,V1A,1.278
M01098,H01098,2023-01-25,F01,Central,50-64,Adult annual,Paid social,Yes,V1C,1.051
M01099,H01099,2024-11-21,F01,Central,18-34,Family annual,Walk-in,Yes,V1B,1.632
M01100,H01100,2023-02-11,F01,Central,18-34,Adult annual,Paid social,No,V1C,1.45
M01101,H01101,2023-02-08,F03,North Valley,50-64,Monthly flexible,Community event,No,V1C,1.292
M01102,H00368,2022-02-07,F03,North Valley,Under 18,Senior annual,Email,No,V1B,0.952
M01103,H01103,2022-08-27,F02,East Shore,35-49,Monthly flexible,Walk-in,Yes,V1C,1.37
M01104,H01104,2024-04-07,F02,East Shore,35-49,Youth annual,Paid social,No,V1C,0.666
M01105,H01105,2022-10-09,F02,East Shore,18-34,Adult annual,Walk-in,Yes,V1C,1.546
M01106,H01106,2024-07-25,F01,Central,Under 18,Monthly flexible,Referral,Yes,V1C,0.642
M01107,H00554,2024-09-14,F04,West Valley,Under 18,Adult annual,Community event,Yes,V1B,1.295
M01108,H01108,2025-08-27,F01,Central,18-34,Senior annual,Paid social,No,V1A,0.585
M01109,H00370,2024-02-05,F04,West Valley,65+,Family annual,Organic web,No,V1B,0.865
M01110,H01110,2024-04-11,F04,West Valley,50-64,Monthly flexible,Referral,Yes,V1D,0.872
M01111,H00371,2023-08-13,F01,Central,50-64,Youth annual,Referral,Yes,V1A,1.253
M01112,H00371,2022-05-30,F02,East Shore,50-64,Senior annual,Community event,Yes,V1D,0.754
M01113,H01113,2024-06-15,F04,West Valley,35-49,Adult annual,Walk-in,No,V1B,1.239
M01114,H00557,2024-10-04,F04,West Valley,18-34,Adult annual,Walk-in,Yes,V1B,1.095
M01115,H01115,2025-07-04,F02,East Shore,50-64,Family annual,Organic web,Yes,V1C,0.844
M01116,H00558,2024-10-26,F04,West Valley,18-34,Family annual,Referral,No,V1A,0.688
M01117,H00559,2024-11-14,F04,West Valley,18-34,Youth annual,Referral,No,V1A,1.291
M01118,H01118,2022-11-21,F03,North Valley,65+,Family annual,Email,Yes,V1A,1.339
M01119,H01119,2025-08-03,F01,Central,35-49,Monthly flexible,Referral,Yes,V1E,1.479
M01120,H01120,2024-11-15,F01,Central,35-49,Family annual,Community event,No,V1D,1.428
M01121,H00374,2025-03-04,F04,West Valley,18-34,Monthly flexible,Referral,Yes,V1C,0.999
M01122,H01122,2025-10-04,F02,East Shore,18-34,Monthly flexible,Referral,Yes,V1E,1.542
M01123,H00375,2022-10-06,F01,Central,50-64,Adult annual,Email,Yes,V1E,0.826
M01124,H00562,2024-03-15,F04,West Valley,65+,Adult annual,Community event,Yes,V1E,1.073
M01125,H00563,2025-06-28,F02,East Shore,35-49,Adult annual,Community event,Yes,V1B,0.934
M01126,H00376,2022-10-04,F02,East Shore,65+,Senior annual,Referral,Yes,V1B,1.256
M01127,H00376,2025-05-08,F03,North Valley,65+,Family annual,Walk-in,No,V1E,1.555
M01128,H01128,2025-06-11,F01,Central,18-34,Senior annual,Referral,No,V1C,1.49
M01129,H01129,2022-05-28,F01,Central,35-49,Adult annual,Referral,Yes,V1B,0.669
M01130,H01130,2024-02-21,F02,East Shore,35-49,Adult annual,Community event,Yes,V1C,1.697
M01131,H01131,2023-02-04,F01,Central,Under 18,Monthly flexible,Email,Yes,V1B,1.097
M01132,H01132,2023-09-26,F04,West Valley,50-64,Adult annual,Walk-in,Yes,V1C,1.176
M01133,H01133,2024-05-13,F02,East Shore,18-34,Monthly flexible,Email,No,V1D,1.044
M01134,H01134,2024-02-20,F01,Central,35-49,Adult annual,Paid social,Yes,V1C,0.862
M01135,H00379,2024-07-09,F01,Central,18-34,Adult annual,Paid social,No,V1E,1.65
M01136,H00379,2023-08-30,F02,East Shore,Under 18,Senior annual,Email,No,V1D,0.709
M01137,H01137,2025-04-01,F02,East Shore,35-49,Family annual,Community event,Yes,V1B,0.492
M01138,H00380,2024-10-26,F03,North Valley,50-64,Family annual,Walk-in,Yes,V1D,1.597
M01139,H00570,2023-03-13,F03,North Valley,35-49,Monthly flexible,Referral,No,V1C,0.462
M01140,H01140,2022-06-04,F01,Central,Under 18,Adult annual,Organic web,Yes,V1A,1.18
M01141,H01141,2023-08-24,F01,Central,35-49,Family annual,Referral,Yes,V1A,1.577
M01142,H01142,2023-03-25,F03,North Valley,35-49,Adult annual,Walk-in,Yes,V1C,0.967
M01143,H01143,2022-06-30,F03,North Valley,18-34,Youth annual,Community event,Yes,V1B,0.485
M01144,H01144,2024-07-03,F04,West Valley,50-64,Senior annual,Paid social,Yes,V1E,1.174
